LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
SWZ,Eswatini,Cntry/Terr,1160.164,67.451,9.42,274,1.165437421,3.146002462,4.657776222,365,0.955899338,2.580371642,3.820338294,10.24665369,54.64124423,63.104088,58.7694607,-1.41925922,-1.661117715,-1.537238974
BR13,Amazonas,Brazil,4192.172931,2.688724518,NA,274,2.681282868,2.971464131,4.399365589,365,2.281394436,2.52829786,3.743241079,NA,NA,NA,NA,NA,NA,NA
BR42,Santa Catarina,Brazil,7247.032777,75.7022981,NA,274,2.577644437,2.856609453,4.229318872,365,2.270584459,2.516317975,3.725504405,NA,NA,NA,NA,NA,NA,NA
TUN,Tunisia,Cntry/Terr,11818.618,76.072,6.258,274,2.278388959,2.708468155,4.00999005,365,2.083576946,2.476882529,3.667118729,8.473997614,71.39973931,76.05626861,73.67121702,-3.470625105,-2.837281833,-3.161677167
BR32,Espirito Santo,Brazil,4064.780182,88.22200692,NA,274,2.450703088,2.715929903,4.021037452,365,2.215863982,2.455675386,3.635720747,NA,NA,NA,NA,NA,NA,NA
MX08,Chihuahua,Mexico,3832.828236,15.52724882,7.576475907,274,1.215398166,1.75281682,2.595111925,365,1.700832805,2.452898509,3.631609475,7.354496218,68.72970987,75.43557483,72.00086351,-3.661911128,-3.178266166,-3.425986756
BR31,Minas Gerais,Brazil,21411.78807,36.50642275,NA,274,2.653123609,2.940257342,4.353162751,365,2.20023661,2.438356745,3.610079841,NA,NA,NA,NA,NA,NA,NA
BR14,Roraima,Brazil,612.7145454,2.739680481,NA,274,2.652430066,2.93948874,4.352024807,365,2.198413617,2.436336459,3.607088731,NA,NA,NA,NA,NA,NA,NA
JOR,Jordan,Cntry/Terr,10203.14,114.926,3.858,274,0.898771552,2.060355851,3.05043515,365,1.043698312,2.392587884,3.542317302,5.023157281,69.95502978,74.0734062,71.96399389,-3.015206167,-2.378453382,-2.704595052
MX19,Nuevo Leon,Mexico,5360.736534,83.51926647,4.967488693,274,1.798607571,2.484523533,3.678431526,365,1.730732324,2.390763421,3.539616116,7.458991429,69.29951952,75.95208043,72.54467118,-3.624582482,-3.144824575,-3.390554235
MX26,Sonora,Mexico,3077.473585,17.10683613,5.602295604,274,1.747025022,2.412402138,3.571653058,365,1.719917281,2.374970062,3.516233447,7.633539158,68.86715393,75.52884226,72.11675799,-3.52169007,-3.04854574,-3.290887958
MKD,North Macedonia,Cntry/Terr,2083.38,82.608,10.017,274,2.66310823,2.222577479,3.290610435,365,2.843936296,2.373493008,3.514046612,13.19273358,70.85832285,75.60921565,73.17583153,-3.0691051,-2.376039759,-2.731024446
MX05,Coahuila de Zaragoza,Mexico,3150.456468,20.74787105,5.309652084,274,1.252431185,1.778569065,2.633239103,365,1.664203284,2.363323842,3.498990775,7.3270381,69.14665366,75.78369552,72.38423506,-3.554422337,-3.076500478,-3.321289723
BRA,Brazil,Cntry/Terr,212559.409,25.431,6.417,274,2.518093779,2.790613938,4.131610004,365,2.126788939,2.356960216,3.489569185,8.91862248,68.85084597,76.26184701,72.46596843,-3.598020294,-3.4422871,-3.522052882
MX01,Aguascalientes,Mexico,1360.852057,242.3128719,4.368791118,274,1.348902642,2.061908735,3.052734254,365,1.53653734,2.348723819,3.477374887,6.798940998,69.3665453,75.81381331,72.51155409,-3.598148696,-3.071213685,-3.341107227
BWA,Botswana,Cntry/Terr,2351.625,4.149,5.802,274,1.317601084,3.082070664,4.563122764,365,1.000159464,2.339526113,3.463757334,6.944342081,64.01384602,70.17867263,67.02107851,-2.361050815,-2.09774496,-2.232608934
COL,Colombia,Cntry/Terr,50882.884,45.861,5.525,274,2.175196191,2.535378557,3.753724321,365,1.967321664,2.293082886,3.394996371,7.819608708,70.6850407,76.85904125,73.69674829,-4.011893986,-3.299836964,-3.664549097
ZAF,South Africa,Cntry/Terr,59308.69,48.891,9.52,274,1.328709719,2.551942562,3.778247959,365,1.1930798,2.291449424,3.392577968,10.71477783,59.23453823,66.19688504,62.63080496,-1.610477193,-1.575453991,-1.593392704
MX13,Hidalgo,Mexico,3072.136395,147.5537721,4.874263513,274,1.774776024,2.223550786,3.292051454,365,1.797771743,2.252361266,3.334706465,8.412550621,68.97200167,75.04537813,71.93462434,-3.357441326,-2.776711866,-3.074158663
MX06,Colima,Mexico,749.7410318,133.2248054,4.954231387,274,1.954446142,2.476870957,3.667101595,365,1.768610685,2.241361553,3.318420971,8.096585504,69.64415552,75.17602932,72.34263055,-3.50003448,-2.788968676,-3.153173112
PSE,State of Palestine,Cntry/Terr,5101.416,847.411,3.464,274,0.704520293,2.040519263,3.021066328,365,0.740970742,2.146091586,3.177370164,4.24086589,69.8668448,73.82800056,71.7991159,-2.692828461,-2.107194517,-2.407153366
MNE,Montenegro,Cntry/Terr,628.062,46.696,10.703,274,2.632155638,2.001190658,2.962838833,365,2.791125717,2.122053358,3.141780654,13.65695042,71.71942786,77.01449577,74.30238781,-2.869710384,-2.403016504,-2.642054833
MX25,Sinaloa,Mexico,3215.595895,55.99895444,5.588271531,274,1.752765682,2.233312546,3.306504111,365,1.637332604,2.086231768,3.088745428,8.075713234,69.01764618,75.60920828,72.23304233,-3.116406824,-2.681887717,-2.904446284
MX21,Puebla,Mexico,6612.709445,192.7810566,5.368843957,274,1.779389778,2.330867632,3.450938124,365,1.579685315,2.06926971,3.063632456,7.999664125,68.65145885,75.19121437,71.84158349,-3.090215153,-2.638667627,-2.869948067
ARG,Argentina,Cntry/Terr,45195.777,16.515,7.612,274,2.120208909,2.081850573,3.082258902,365,2.099554567,2.061569904,3.052232601,9.820466036,70.4716905,77.26046145,73.78328608,-2.932560058,-2.846058205,-2.890364032
MEX,Mexico (Country),Cntry/Terr,128932.753,66.325,5.974,274,1.567345086,2.071684591,3.06720778,365,1.546767562,2.044485642,3.026938703,7.773545241,69.23023394,75.3902075,72.23509909,-3.126651425,-2.608773017,-2.874027811
BIH,Bosnia and Herzegovina,Cntry/Terr,3280.815,64.33,10.614,274,2.661947615,1.82717578,2.705203192,365,2.970298539,2.038829585,3.018564694,14.10395242,72.11915691,77.50355983,74.74569492,-2.939254026,-2.477518725,-2.714017294
BR17,Tocantins,Brazil,1590.920967,5.733735278,NA,274,2.137688943,2.36903987,3.507453572,365,1.784500964,1.977628198,2.927953715,NA,NA,NA,NA,NA,NA,NA
MX17,Morelos,Mexico,2047.959414,419.795341,5.493952095,274,1.968293597,2.347639844,3.475770021,365,1.647005296,1.964430134,2.90841348,8.486230206,69.6387939,75.35666009,72.42799692,-3.032767105,-2.450203911,-2.748589937
MX14,Jalisco,Mexico,8442.703892,107.3904182,5.330797877,274,1.598185975,2.05532862,3.042992144,365,1.521076679,1.956163101,2.896173823,7.813900909,69.4878958,76.04188632,72.68496435,-2.9844272,-2.568168676,-2.781374262
MX11,Guanajuato,Mexico,6295.742217,205.6362575,4.945344574,274,1.427598472,1.917477156,2.838897811,365,1.452092491,1.950376268,2.887606196,7.570016142,69.18181724,75.72385655,72.37305593,-2.983885759,-2.558036445,-2.776154386
MX31,Yucatan,Mexico,2269.236978,57.43943112,5.712891898,274,1.735856317,2.075373951,3.072670018,365,1.599215964,1.912007993,2.830800507,8.565028859,68.84673204,75.41959195,72.05300517,-2.837545961,-2.435640051,-2.641494298
BR28,Sergipe,Brazil,2325.082788,106.0450547,NA,274,2.020161957,2.238793552,3.314618948,365,1.707466083,1.892256233,2.801557276,NA,NA,NA,NA,NA,NA,NA
SUR,Suriname,Cntry/Terr,586.634,3.76,7.321,274,1.730334404,2.442711441,3.616527134,365,1.32791485,1.874616137,2.775440444,8.868399306,66.4806432,73.23516422,69.7755315,-2.103585174,-1.962963821,-2.034989392
HUN,Hungary,Cntry/Terr,9660.35,106.709,12.528,274,2.847951475,1.751205734,2.592726651,365,3.044299637,1.871940245,2.771478683,15.98092452,70.84323787,77.9188469,74.29475447,-2.520868109,-2.449161912,-2.485889476
MX24,San Luis Potosi,Mexico,2972.709603,48.63459322,5.140169204,274,1.496257136,1.765338362,2.613650544,365,1.580039973,1.864188387,2.760001764,8.597561116,69.42350154,75.24269047,72.26213029,-2.847473462,-2.316433525,-2.58842959
MX29,Tlaxcala,Mexico,1345.007655,336.5002364,4.731028022,274,1.437093278,1.918179057,2.839937002,365,1.367278464,1.82499282,2.701971236,7.49964531,69.58491911,75.70591269,72.57076963,-2.85838689,-2.378429314,-2.624261243
MX18,Nayarit,Mexico,1255.449391,45.12762574,5.470151957,274,1.729540339,2.043202069,3.025038324,365,1.544466877,1.824564509,2.701337106,8.364477405,70.01749513,75.58746003,72.73455118,-2.881703869,-2.309429971,-2.60254587
BR23,Ceara,Brazil,9236.905347,62.03660315,NA,274,2.052349061,2.274464097,3.367430547,365,1.645356256,1.823424584,2.699649403,NA,NA,NA,NA,NA,NA,NA
BR25,Paraiba,Brazil,4064.251178,71.97537961,NA,274,1.848263368,2.048291274,3.032573085,365,1.593405455,1.765851419,2.614410144,NA,NA,NA,NA,NA,NA,NA
BLZ,Belize,Cntry/Terr,397.621,17.432,4.702,274,0.556136087,1.003068913,1.485081652,365,0.973288634,1.755461651,2.599027697,5.919908639,68.98010364,75.51879312,72.16970826,-2.800549736,-2.394049842,-2.602257105
GEO,Georgia,Cntry/Terr,3989.175,57.406,12.848,274,2.150861828,1.679593819,2.486702489,365,2.232291138,1.74318143,2.580846364,14.8572556,67.59879363,76.2965452,71.84159928,-1.86615485,-1.932040359,-1.898294123
CZE,Czechia,Cntry/Terr,10708.982,138.646,10.497,274,2.348405558,1.430907424,2.118512829,365,2.780936601,1.694452994,2.508702062,13.68613941,74.06446183,79.64384456,76.78611194,-2.831154079,-2.409734678,-2.62558364
MX32,Zacatecas,Mexico,1713.503297,22.75984007,5.616944886,274,1.152918235,1.314045098,1.945493713,365,1.477090826,1.683522647,2.492519268,8.577328555,69.44898214,75.93413726,72.61247244,-2.606017863,-2.22767774,-2.421461705
BGR,Bulgaria,Cntry/Terr,6948.445,64.006,15.382,274,2.55095147,1.483408875,2.196243223,365,2.886545119,1.678560607,2.48517278,18.46102536,69.63812885,76.87889678,73.17021077,-2.054383231,-1.888441919,-1.97343625
SVK,Slovakia,Cntry/Terr,5459.643,113.534,9.869,274,2.561686572,1.857971775,2.750797832,365,2.305828421,1.672399805,2.476051478,12.60665936,71.75084525,78.8276375,75.20293903,-2.410809082,-2.224220787,-2.319790401
IRN,Iran (Islamic Republic of),Cntry/Terr,83992.953,51.575,4.879,274,1.034142414,1.544260996,2.286337101,365,1.119712984,1.672041552,2.475521071,6.0441789,73.24871832,76.29216455,74.73332624,-2.484129368,-1.748477688,-2.12527489
BR16,Amapa,Brazil,855.4391669,6.004313832,NA,274,1.644436429,1.822405208,2.698140179,365,1.48344856,1.643994462,2.433996287,NA,NA,NA,NA,NA,NA,NA
MX10,Durango,Mexico,1858.666308,15.02473172,5.646890811,274,1.00983837,1.331155372,1.970826124,365,1.2471308,1.643951065,2.433932037,7.467788948,69.55712919,76.07896494,72.73851248,-2.557243809,-2.193697064,-2.379903933
BR22,Piaui,Brazil,3310.800453,13.15080348,NA,274,1.679429357,1.861185238,2.755555487,365,1.475171962,1.634822131,2.420416303,NA,NA,NA,NA,NA,NA,NA
ECU,Ecuador,Cntry/Terr,17643.06,71.038,5.099,274,1.414033802,1.902424786,2.816612205,365,1.208917274,1.626463372,2.408040843,6.476254638,71.53503268,77.45254669,74.42162488,-2.962333931,-2.54448957,-2.758507413
MX04,Campeche,Mexico,945.7852605,16.4446194,4.644710076,274,1.367631169,1.888927148,2.796628439,365,1.1767999,1.625357281,2.406403233,7.258352758,69.41139883,75.71711231,72.48735662,-2.499944167,-2.111235695,-2.310330278
US01,Alabama,U.S.A.,4944.685616,37.61844948,10.92,274,2.551792206,1.706936506,2.527184376,365,2.376490825,1.589674478,2.353573487,13.76552002,70.49387614,76.3972388,73.37356524,-2.433634357,-2.141820387,-2.291286079
US28,Mississippi,U.S.A.,3019.797921,24.85299475,10.82,274,2.123148062,1.522023621,2.253413822,365,2.192530816,1.571762117,2.327053556,13.23260158,69.96666515,76.22533145,73.0196731,-2.297928709,-2.086016977,-2.194557133
LBN,Lebanon,Cntry/Terr,6825.442,667.199,4.308,274,1.338275941,1.793052227,2.654681974,365,1.164906243,1.560767604,2.310775761,5.827338617,74.64963793,78.75602734,76.65275471,-2.624890042,-2.209423144,-2.422223262
OMN,Oman,Cntry/Terr,5106.622,16.5,2.44,274,0.677455136,1.697919269,2.513834015,365,0.619000192,1.551412483,2.296925149,3.122265734,73.66428535,78.07003453,75.81343129,-2.663363024,-2.418739176,-2.544034318
BR24,Rio Grande do Norte,Brazil,3547.108252,67.16786564,NA,274,1.631389548,1.807946332,2.676733263,365,1.393247584,1.544031504,2.285997329,NA,NA,NA,NA,NA,NA,NA
BHR,Bahrain,Cntry/Terr,1701.583,2238.925,2.382,274,0.811835279,1.867222334,2.764493637,365,0.66702594,1.534160642,2.271383142,3.131666421,74.15762808,76.83581923,75.46406279,-2.401336134,-1.71028208,-2.064236595
MX28,Tamaulipas,Mexico,3689.7431,45.94464224,5.262265822,274,1.139418239,1.535983185,2.274081487,365,1.132328156,1.526425458,2.259930909,7.23819483,69.8440422,76.34560015,73.01553388,-2.382469803,-2.044480855,-2.217597145
BR29,Bahia,Brazil,15043.79227,26.6374759,NA,274,1.569978516,1.739889104,2.57597195,365,1.333706265,1.47804634,2.188303785,NA,NA,NA,NA,NA,NA,NA
BR12,Acre,Brazil,892.0587535,5.435274239,NA,274,1.557518274,1.726080355,2.555527573,365,1.31941982,1.462213747,2.16486303,NA,NA,NA,NA,NA,NA,NA
BHS,Bahamas,Cntry/Terr,393.248,39.286,6.714,274,1.222877575,1.60477866,2.375935802,365,1.106172187,1.451626521,2.149188239,8.213848522,69.76528644,74.67208495,72.15884669,-1.94683742,-1.52041955,-1.738828703
US48,Texas,U.S.A.,28999.32054,42.74928027,7,274,1.711534563,1.456613289,2.156571338,365,1.692212062,1.44016874,2.13222456,8.983471392,73.81442115,79.11728285,76.40118295,-2.764209531,-2.370612058,-2.572210764
HND,Honduras,Cntry/Terr,9904.608,88.521,4.437,274,0.89398594,1.711610855,2.534104928,365,0.746824104,1.429857213,2.116957951,5.318099596,70.6565756,75.62569801,73.08053775,-2.468814521,-2.083758308,-2.280982222
US13,Georgia (USA),U.S.A.,10628.51002,70.85224615,7.97,274,1.898814538,1.515286673,2.243439515,365,1.789620555,1.428147996,2.114427391,10.24958226,72.72161943,78.16847216,75.37862076,-2.534679658,-2.14156898,-2.342918352
MX16,Michoacan de Ocampo,Mexico,4992.690384,85.1423756,5.553158937,274,1.297780467,1.4992495,2.219695869,365,1.197350434,1.383228585,2.047922496,8.327403005,70.26568153,75.42567225,72.78275018,-2.25577047,-1.751719747,-2.009892069
MX27,Tabasco,Mexico,2555.913904,103.3279274,4.983465134,274,1.040816446,1.557055816,2.305280318,365,0.924522534,1.383080748,2.047703618,6.532946247,69.8634254,76.37551797,73.04005592,-2.172878603,-1.867389032,-2.0238593
US40,Oklahoma,U.S.A.,3989.492189,22.42832529,10.29,274,2.157035042,1.499568686,2.220168437,365,1.983711115,1.379074059,2.041771561,12.64141697,71.4853223,76.76439665,74.06048052,-2.264934204,-1.93097399,-2.102026782
ARM,Armenia,Cntry/Terr,2963.234,104.083,9.905,274,1.122072541,1.051104669,1.556200414,365,1.47001553,1.377041262,2.038761928,10.98686587,69.74358952,77.01714301,73.29166439,-1.720773955,-1.580552738,-1.652373361
US05,Arkansas,U.S.A.,3049.575428,22.61036639,10.85,274,1.753833946,1.162611927,1.721291148,365,2.068156748,1.370975689,2.029781618,13.26027941,71.32687968,76.86402502,74.02792619,-2.221507858,-1.905986521,-2.067595011
BR27,Alagoas,Brazil,3375.666603,121.2380432,NA,274,1.469577273,1.628621958,2.411236711,365,1.224943244,1.357512464,2.009848801,NA,NA,NA,NA,NA,NA,NA
US46,South Dakota,U.S.A.,893.1318086,4.543567597,9.19,274,0.976940344,0.615713764,0.91158763,365,2.135183163,1.345692876,1.992349451,11.67314251,74.06673156,79.67665192,76.80327808,-2.617355408,-2.338028263,-2.481098264
BR26,Pernambuco,Brazil,9666.776852,98.57230271,NA,274,1.389887253,1.540307503,2.280483804,365,1.185607175,1.313919258,1.945307402,NA,NA,NA,NA,NA,NA,NA
MX12,Guerrero,Mexico,3882.954143,61.07277211,4.860763558,274,1.119430444,1.395613775,2.066259239,365,1.048171019,1.306773386,1.934727668,8.404608721,68.36638956,74.74152373,71.47621111,-1.886155437,-1.589833266,-1.741608036
GUY,Guyana,Cntry/Terr,786.559,3.996,7.422,274,1.053419568,1.536958931,2.275526116,365,0.895037753,1.305876889,1.933400369,8.493167446,65.0554526,71.58525631,68.2407227,-1.92610978,-1.621911436,-1.777720344
PAN,Panama,Cntry/Terr,4314.768,58.041,5.06,274,0.989802099,1.151483056,1.704814431,365,1.121960671,1.305229301,1.932441591,6.443359907,72.78487349,79.350625,75.98767911,-2.845804591,-2.513748551,-2.683826035
US32,Nevada,U.S.A.,3070.509339,10.7965868,8.22,274,1.747516724,1.255711978,1.859129312,365,1.80654067,1.298124777,1.921923073,10.57864689,73.49973155,78.90470348,76.13630323,-2.474496907,-2.124351973,-2.3036945
US22,Louisiana,U.S.A.,4713.233904,41.77058341,9.78,274,1.826093664,1.322959535,1.958691877,365,1.788580871,1.295782448,1.918455165,11.80466389,71.5362333,77.39017816,74.39181616,-2.162168762,-1.882172408,-2.025585175
BR15,Para,Brazil,8701.617498,6.984365885,NA,274,1.449747244,1.606645828,2.378700216,365,1.157945635,1.283264053,1.899921206,NA,NA,NA,NA,NA,NA,NA
MDA,Republic of Moldova,Cntry/Terr,4033.963,122.799,11.621,274,1.252214475,1.182501099,1.750737823,365,1.348797696,1.273707331,1.885772116,13.30555845,66.52603823,74.94193727,70.63135483,-1.195678738,-1.286874134,-1.240164297
