"","LocID","Location","MidPeriod","Sex","0m1","4m1","10m5","10m15","10m25","10m35","10m45","10m55","10m65","10m75","m85+","0p1","4p1","10p5","10p15","10p25","10p35","10p45","10p55","10p65","10p75"
"25","MMR","Myanmar","2020.5","Male",0.0424936601368058,0.00245035002558817,0.00124990934746517,0.00222406460819175,0.00289961968698909,0.00459923839382954,0.00950453428800362,0.0216771979353848,0.0502304641556458,0.117966583125066,0.26271250892179,0.958972701950895,0.990257573835015,0.987582661029757,0.977977380278802,0.971403271753215,0.95494438817795,0.908784059344572,0.802418703002395,0.593510513709224,0.273731297505387
"26","BDI","Burundi","2020.5","Male",0.0450704990595237,0.00533408565525286,0.00328898695642052,0.00371699776481289,0.00527261432314864,0.00782888851783651,0.0111731876754405,0.0202714657572071,0.0468277981110276,0.11209238823168,0.25408274736035,0.956562868581442,0.978942255413261,0.967708900526196,0.963444022069122,0.948566173435683,0.924539662354976,0.89382958427261,0.814298015089435,0.615350958671285,0.293070963709538
"27","BLR","Belarus","2020.5","Male",0.00292134501855076,0.000249502986207851,0.000138427165452743,0.000659350568591786,0.00164510737949287,0.00407910251340447,0.00949977468229726,0.02219246249924,0.0467600275790278,0.104560238430264,0.22881962862278,0.997086728813098,0.99900257555914,0.998616731164916,0.993423026512102,0.983662801788278,0.959921924102478,0.908811686193778,0.797841975324348,0.618307095524258,0.324039201115604
"28","KHM","Cambodia","2020.5","Male",0.0256263740672019,0.000954800034170946,0.00158667935611471,0.00139446115352569,0.0026059773012717,0.00449741077324216,0.00697464296520072,0.017428391155591,0.0435660479568596,0.103321985554295,0.234674997502712,0.974989719146878,0.996188686358724,0.984262585461747,0.986140116471811,0.974231193344894,0.955899096196582,0.932338658032692,0.83714271639155,0.63436256924011,0.326621486518551
"29","CMR","Cameroon","2020.5","Male",0.0657470464326717,0.00702606037850661,0.00219698492777694,0.00346883746776336,0.00490945120360159,0.00717976938475032,0.0121824301076758,0.0236282439446847,0.0549465981193746,0.134829567488943,0.321755526310334,0.93745555556804,0.972388003661922,0.978293166962242,0.965836255346804,0.952034763587022,0.930542238522274,0.884569923808926,0.786576478883297,0.563486581558937,0.218801702778938
"30","CAN","Canada","2020.5","Male",0.00450013526223841,0.00020547773504146,9.50162841189752e-05,0.000476398337154923,0.00064995138953429,0.00108341049638181,0.00269873237455482,0.00649267086527705,0.0163756192124346,0.0466957875063558,0.160800672179685,0.995518897817907,0.99917848649862,0.999050248986962,0.99524541596374,0.993521037473494,0.989216450218202,0.973319298052877,0.936847495800809,0.84707804508374,0.613308402779708
"31","CPV","Cabo Verde","2020.5","Male",0.0176566728336385,0.000901523560462023,0.000434198619941248,0.00128983381512782,0.00166137727754109,0.00289152824147279,0.00698590369051474,0.0177348560577773,0.0433372583884683,0.103216528341747,0.235618019763786,0.982621955492627,0.996401714713967,0.995667586353442,0.98717616153797,0.983517893233454,0.971455142221142,0.93221725159936,0.835715321065741,0.640211434950071,0.330650337274548
"32","CAF","Central African Republic","2020.5","Male",0.0872419600303618,0.0110026307315055,0.00297174644121066,0.00456501353728393,0.00803215445487662,0.0131390245080227,0.0195914753566504,0.0322539975277824,0.0652009810150436,0.145383057722371,0.328435349184248,0.917911247957291,0.957212892783646,0.970754925478715,0.955245794091351,0.922571265307004,0.876369509260814,0.820870692794542,0.720266561011379,0.505623979131236,0.194184071955407
"33","LKA","Sri Lanka","2020.5","Male",0.00754916742294157,0.000278401625732985,0.000307237846521248,0.000859168390605894,0.0013530180542214,0.00264894384575498,0.00602179651331434,0.0122029558515256,0.0335424809702798,0.076308498079497,0.184169239007642,0.992503955495707,0.998887139319941,0.996932319717568,0.991439153122383,0.986555722588535,0.973813234182518,0.941329411023383,0.884352774841411,0.707314607859072,0.445591403259796
"34","TCD","Chad","2020.5","Male",0.0815845012500974,0.0136992063788669,0.00422116119193454,0.00482338252721956,0.00755241720866824,0.0112399089815076,0.0137247540036304,0.0226245013440576,0.0502228304036866,0.118107866942821,0.263844043093809,0.923033651196385,0.947074764203777,0.958763112719794,0.952790768734631,0.927076297998746,0.893502150079014,0.871317226205805,0.79503022679918,0.593532000070571,0.273023557384292
"35","CHL","Chile","2020.5","Male",0.00675712547560821,0.000225040164987601,0.000149875330377481,0.000727020380857551,0.00113302803619499,0.00186787719147958,0.00387808888264721,0.00876121649562908,0.0215611496701062,0.0549870023766212,0.15134985649401,0.993284871021692,0.999100331539559,0.998502243113233,0.992752346398189,0.988729579860618,0.981476264269836,0.961866042710937,0.915610016592852,0.803218848541589,0.561851397459786
"36","CHN","China","2020.5","Male",0.0106788049544905,0.000436938141908689,0.000286966563911267,0.000458605913415542,0.000852228754423364,0.00142782787033412,0.00333826860540619,0.0101144609363189,0.0335441637803274,0.0894428172244773,0.202605150620585,0.98942607973447,0.998254043732028,0.997134680474636,0.995423129248542,0.991511199872169,0.985812187068545,0.96707642609754,0.902842870358172,0.706769497004141,0.386305638431476
"37","TWN","China, Taiwan Province of China","2020.5","Male",0.00364444705904162,0.00023727169647146,0.000126912407059017,0.000520357573235932,0.00108792897074937,0.00254861254274239,0.00483841173126501,0.00939440846613317,0.0213908266289775,0.0518822409518364,0.145582288073865,0.99636815525564,0.99905143824699,0.998731667972323,0.994808158357338,0.989171589822408,0.974794786678647,0.95265715160311,0.90982115479887,0.804524894986989,0.582655700910812
"38","COL","Colombia","2020.5","Male",0.0133736343823603,0.000542666315064472,0.000413383686969325,0.00206556090497332,0.00280398191942328,0.00287237246736928,0.00443640223476924,0.00991525500562171,0.023322935526685,0.0558067982191419,0.151093178340934,0.986788998918345,0.997832154386432,0.995874509120322,0.979509603848943,0.972355713646635,0.971679798701548,0.95647915401646,0.904973139288394,0.788832640399377,0.55715815008569
"39","COM","Comoros","2020.5","Male",0.0588338916279119,0.00434801804417517,0.00126118698899774,0.00221786888966407,0.00285987594613719,0.00452465806293807,0.00941302821908745,0.0215621966518107,0.0500898936461185,0.117878024410174,0.263173679609538,0.94379978883656,0.982797576646124,0.98747441681469,0.978038408598255,0.971790579161308,0.955659698239824,0.909623697238104,0.803365491440325,0.59437306373242,0.273892031849093
"40","MYT","Mayotte","2020.5","Male",0.00439717779960717,0.00017018978882959,0.000128098929827273,0.000806745589005602,0.00106613260779124,0.00248772595309413,0.00606102166037028,0.0108997794957779,0.0254546910884528,0.0566556044160506,0.155828416492088,0.995620925276966,0.999319514020961,0.998719784755042,0.991958868389337,0.989390871762945,0.975388061712287,0.941010463258495,0.896193439620736,0.77238411354909,0.552512209373905
"41","COG","Congo","2020.5","Male",0.0383138688705372,0.00316590559876864,0.0011959636273105,0.002209723407205,0.00378262296440836,0.00640151325124519,0.0110767829820754,0.0213416959107035,0.0493156616544525,0.122204176803199,0.299814070781979,0.962897830641047,0.98743432544109,0.988116870703211,0.97811197355515,0.962823773457413,0.937834293471334,0.894546473719276,0.805380079913352,0.599092713518598,0.255439459179062
"42","COD","Democratic Republic of the Congo","2020.5","Male",0.0704654564536359,0.00932652359857868,0.00273583937681972,0.00356479832701162,0.00455933148026715,0.00587851502429404,0.00972458375229161,0.0188757731468374,0.0438720233417431,0.10575828843002,0.244298595151487,0.933142099471204,0.963499256487494,0.97307731267441,0.964911015194198,0.955405970381047,0.942800500006669,0.906851845412255,0.825981414681019,0.635263986793101,0.31573030937343
"43","CRI","Costa Rica","2020.5","Male",0.00753215225038734,0.000469262820579612,0.000227513331967448,0.000918566676167543,0.00144030235825699,0.00206077313565328,0.00388137277956071,0.00849874440313897,0.0204740615097151,0.0512833098857021,0.142471059315916,0.992520479825595,0.998125019825739,0.997727212563698,0.990849605680864,0.98569580920817,0.979585540881962,0.961841297038612,0.918045452496987,0.812277520341726,0.586433413538901
"44","HRV","Croatia","2020.5","Male",0.00375391612293293,0.000148793079485163,0.000119903869722263,0.000487477709466264,0.000683920044673166,0.00145814639415549,0.00450876396484271,0.0130169153709694,0.0293989755244747,0.0799291530798909,0.207971546817287,0.996259324880386,0.999405034718197,0.998801666243703,0.995135641426335,0.993181820281128,0.985507359955126,0.955727323016792,0.876761737515183,0.741115998712877,0.424430469687842
"45","CUB","Cuba","2020.5","Male",0.00468080767211358,0.000275695001009572,0.000213708099454144,0.000623015696074303,0.000916229677150944,0.00166523740712228,0.00439758147835735,0.0108244002923004,0.0256310281802807,0.0616383354758808,0.154546102804427,0.995339648812842,0.998897948877543,0.997865042137402,0.993787176209231,0.990876524071491,0.983466839819443,0.956826290605925,0.896612262090875,0.770398052183315,0.522588669553614
"46","CYP","Cyprus","2020.5","Male",0.00359391002566167,0.000194039980245165,6.98667315670711e-05,0.000146118973145932,0.000437037897860568,0.00092129848474204,0.00242416483285792,0.00696203622357197,0.0216537046424,0.0671223220795302,0.191727757130122,0.996418385535829,0.99922419434985,0.999301583028618,0.998539633464687,0.995637885443059,0.990823590995589,0.976000450527486,0.932339703292242,0.801565054890291,0.488056135012546
"47","CZE","Czechia","2020.5","Male",0.00234684776408591,0.000133830094228457,8.03882462668484e-05,0.00049232677640945,0.000719417171560348,0.00138420568586123,0.00381293451296514,0.0114923098985601,0.0275599075402483,0.0648509515293081,0.189849442606079,0.997658064445638,0.999464849409309,0.999196407230647,0.995086655854035,0.992830481490075,0.986239013251646,0.962470250193998,0.890368760465789,0.755358574937726,0.503294309179671
"48","BEN","Benin","2020.5","Male",0.0659102310980322,0.00896251725488437,0.00245335179269336,0.00318378692261031,0.00412620729262252,0.00543408173926226,0.00920316508448752,0.0182423527721932,0.0430213318129032,0.104700156558578,0.243114547821699,0.937306381237729,0.964947126052956,0.97580454264541,0.968607771926307,0.959555223925792,0.947010432585155,0.911630774395809,0.831325401746973,0.640928950997279,0.319464548238208
"49","DNK","Denmark","2020.5","Male",0.00299913430354769,0.000131027603955878,6.04887130186425e-05,0.000308449975164874,0.000497407885759502,0.00109858908481062,0.0032997071729357,0.00874406379124053,0.0203061435357637,0.057378631562706,0.174335462740343,0.997009441248399,0.999476053327308,0.999395285930983,0.996919459828819,0.995037106454237,0.989065041907346,0.967441175042594,0.915799169636662,0.813602749856958,0.545104880714932
"50","DOM","Dominican Republic","2020.5","Male",0.0285419554549809,0.000862632316987762,0.000422644958461913,0.00182319951668871,0.00315839612436428,0.00412892582348654,0.00683254861379302,0.0138798043578608,0.0295245842831354,0.0623073985505733,0.131902132426558,0.972155921380413,0.996556710064902,0.995782273115412,0.981900217796806,0.968881482058212,0.95949752214305,0.933759538099005,0.869363503818125,0.740340965031705,0.523946345932776
"51","ECU","Ecuador","2020.5","Male",0.0140979691367174,0.000701544974816435,0.000473043144002649,0.00182670465127838,0.0029172812182679,0.00321720144233754,0.00517890479505553,0.00964373079514707,0.0214083325935199,0.0553455221667896,0.157053680596622,0.986082640020602,0.997198538385828,0.995279576985148,0.981869942849991,0.971246281761561,0.968310918265605,0.94938749385556,0.907592734427863,0.804239444593491,0.560456704496959
"52","SLV","El Salvador","2020.5","Male",0.0146503342413781,0.000552799648908757,0.000500135187407759,0.00328276036234276,0.00567991521172542,0.0061870232400355,0.00904899422075236,0.0146300799846808,0.0271210376888527,0.0640265339708508,0.183444723082138,0.985544610633474,0.997791704085901,0.99500845421943,0.967602775402927,0.944753893400473,0.939935382686848,0.913191382143783,0.86308190920129,0.759123351946012,0.507277626487773
