LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
BR22,Piaui,Brazil,"3,310.800",13.2,NA,365,1.34,1.49,2.16,365,1.34,1.49,2.16,NA,NA,NA,NA,NA,NA,NA
BR33,Rio de Janeiro,Brazil,"17,463.128",399.2,NA,365,2.52,2.80,4.05,365,2.52,2.80,4.05,NA,NA,NA,NA,NA,NA,NA
BR24,Rio Grande do Norte,Brazil,"3,547.108",67.2,NA,365,1.29,1.44,2.08,365,1.29,1.44,2.08,NA,NA,NA,NA,NA,NA,NA
BR43,Rio Grande do Sul,Brazil,"11,507.839",40.9,NA,365,2.40,2.67,3.86,365,2.40,2.67,3.86,NA,NA,NA,NA,NA,NA,NA
BR11,Rondonia,Brazil,"1,797.626",7.6,NA,365,2.74,3.05,4.40,365,2.74,3.05,4.40,NA,NA,NA,NA,NA,NA,NA
BR14,Roraima,Brazil,612.715,2.7,NA,365,2.12,2.36,3.41,365,2.12,2.36,3.41,NA,NA,NA,NA,NA,NA,NA
BR42,Santa Catarina,Brazil,"7,247.033",75.7,NA,365,2.06,2.29,3.32,365,2.06,2.29,3.32,NA,NA,NA,NA,NA,NA,NA
BR35,Sao Paulo,Brazil,"46,446.155",187.1,NA,365,2.34,2.60,3.76,365,2.34,2.60,3.76,NA,NA,NA,NA,NA,NA,NA
BR28,Sergipe,Brazil,"2,325.083",106.0,NA,365,1.54,1.71,2.47,365,1.54,1.71,2.47,NA,NA,NA,NA,NA,NA,NA
BR17,Tocantins,Brazil,"1,590.921",5.7,NA,365,1.70,1.89,2.74,365,1.70,1.89,2.74,NA,NA,NA,NA,NA,NA,NA
VGB,British Virgin Islands,Cntry/Terr,30.237,201.6,NA,365,1.26,NA,1.48,365,1.26,1.02,1.48,NA,NA,NA,NA,NA,NA,NA
BRN,Brunei Darussalam,Cntry/Terr,437.483,83.0,4.40,365,0.22,0.34,0.50,365,0.22,0.34,0.50,4.97,74.2,76.8,75.5,-0.62,-0.41,-0.52
BGR,Bulgaria,Cntry/Terr,"6,948.445",64.0,15.38,365,3.36,2.00,2.89,365,3.36,2.00,2.89,18.96,69.2,76.5,72.8,-2.47,-2.28,-2.38
BFA,Burkina Faso,Cntry/Terr,"20,903.278",76.4,8.27,365,0.01,0.04,0.06,365,0.01,0.04,0.06,7.79,61.0,62.7,61.8,-0.04,-0.02,-0.03
BDI,Burundi,Cntry/Terr,"11,890.781",463.0,8.04,365,0.00,0.01,0.02,365,0.00,0.01,0.02,7.67,60.0,63.7,61.8,-0.01,-0.01,-0.01
CPV,Cabo Verde,Cntry/Terr,555.988,138.0,5.64,365,0.43,0.78,1.13,365,0.43,0.78,1.13,6.07,68.7,75.5,72.0,-0.95,-0.85,-0.90
CMR,Cameroon,Cntry/Terr,"26,545.864",56.2,9.36,365,0.05,0.18,0.26,365,0.05,0.18,0.26,9.01,58.1,60.7,59.4,-0.14,-0.10,-0.12
CAN,Canada,Cntry/Terr,"37,742.157",4.2,7.71,365,0.39,0.25,0.35,365,0.39,0.25,0.35,8.44,80.0,84.0,82.0,-0.61,-0.51,-0.56
CYM,Cayman Islands,Cntry/Terr,65.720,273.8,NA,365,0.14,NA,1.48,365,0.14,1.02,1.48,NA,NA,NA,NA,NA,NA,NA
CAF,Central African Republic,Cntry/Terr,"4,829.764",7.8,12.39,365,0.01,0.03,0.04,365,0.01,0.03,0.04,11.82,51.3,55.7,53.4,-0.02,-0.01,-0.01
TCD,Chad,Cntry/Terr,"16,425.859",13.0,12.24,365,0.00,0.02,0.03,365,0.00,0.02,0.03,11.73,53.1,55.9,54.4,-0.01,-0.01,-0.01
CHI,Channel Islands,Cntry/Terr,173.859,915.0,7.81,365,0.32,0.20,0.28,365,0.32,0.20,0.28,8.39,80.8,84.6,82.7,-0.48,-0.41,-0.45
CHL,Chile,Cntry/Terr,"19,116.209",25.7,6.12,365,1.18,1.05,1.52,365,1.18,1.05,1.52,7.69,75.8,80.7,78.2,-2.21,-1.87,-2.04
CHN,China,Cntry/Terr,"1,439,323.774",153.3,7.12,365,0.00,0.00,0.00,365,0.00,0.00,0.00,7.67,74.9,79.3,77.1,0.00,0.00,0.00
CN12,Anhui,China,"65,274.199",467.2,5.96,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN01,Beijing,China,"22,086.180","1,314.7",5.58,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN22,Chongqing,China,"32,032.139",389.2,7.54,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN13,Fujian,China,"40,737.416",335.1,6.20,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN28,Gansu,China,"27,141.188",59.7,6.65,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN19,Guangdong,China,"118,131.330",656.3,4.55,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN20,Guangxi,China,"50,857.686",215.5,5.96,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN24,Guizhou,China,"37,148.668",211.1,6.85,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN21,Hainan,China,"9,689.620",285.0,6.01,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN03,Hebei,China,"77,845.071",414.7,6.38,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN08,Heilongjiang,China,"38,461.125",84.7,6.67,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN16,Henan,China,"98,844.373",591.9,6.80,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN17,Hubei,China,"60,772.884",326.9,7.00,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN18,Hunan,China,"70,934.167",337.8,7.08,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN05,Inner Mongolia,China,"26,044.057",22.0,5.95,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN14,Jiangxi,China,"47,843.137",286.5,6.06,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN07,Jilin,China,"27,592.345",147.2,6.26,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN06,Liaoning,China,"44,623.518",305.9,7.39,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN27,Shaanxi,China,"39,619.778",192.7,6.24,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN15,Shandong,China,"103,253.406",671.3,7.18,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN09,Shanghai,China,"24,895.657","3,926.1",5.40,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN23,Sichuan,China,"85,873.612",177.1,7.01,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN02,Tianjin,China,"16,016.070","1,416.7",5.42,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN31,Xinjiang,China,"25,869.746",15.6,4.56,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN25,Yunnan,China,"49,811.822",126.4,6.32,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN11,Zhejiang,China,"59,983.359",588.1,5.58,365,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
HKG,"China, Hong Kong SAR",Cntry/Terr,"7,496.988","7,140.0",6.61,365,0.01,0.01,0.01,365,0.01,0.01,0.01,7.26,82.0,87.8,84.9,-0.01,-0.01,-0.01
TWN,"China, Taiwan Province of China",Cntry/Terr,"23,816.775",672.6,7.50,365,0.04,0.02,0.04,365,0.04,0.02,0.04,8.13,77.9,83.3,80.5,-0.06,-0.05,-0.05
COL,Colombia,Cntry/Terr,"50,882.884",45.9,5.53,365,1.70,2.00,2.89,365,1.70,2.00,2.89,7.57,71.1,77.2,74.1,-3.61,-2.97,-3.30
COM,Comoros,Cntry/Terr,869.595,467.3,7.27,365,0.17,0.48,0.70,365,0.17,0.48,0.70,7.29,62.3,66.0,64.1,-0.47,-0.35,-0.41
COG,Congo,Cntry/Terr,"5,518.092",16.2,6.75,365,0.05,0.15,0.21,365,0.05,0.15,0.21,6.71,63.0,66.1,64.5,-0.14,-0.10,-0.12
CRI,Costa Rica,Cntry/Terr,"5,094.114",99.8,5.05,365,1.01,1.04,1.50,365,1.01,1.04,1.50,6.43,75.7,81.1,78.3,-2.29,-1.94,-2.12
CIV,Cote d'Ivoire,Cntry/Terr,"26,378.275",83.0,10.16,365,0.02,0.07,0.10,365,0.02,0.07,0.10,9.84,56.7,59.3,58.0,-0.05,-0.04,-0.04
HRV,Croatia,Cntry/Terr,"4,105.268",73.4,13.13,365,2.09,1.19,1.72,365,2.09,1.19,1.72,15.45,73.6,80.0,76.7,-1.87,-1.70,-1.78
CUB,Cuba,Cntry/Terr,"11,326.616",106.4,8.91,365,0.72,0.50,0.72,365,0.72,0.50,0.72,10.21,76.0,80.1,78.0,-1.01,-0.81,-0.91
CUW,Curacao,Cntry/Terr,164.100,369.6,8.77,365,1.07,0.72,1.04,365,1.07,0.72,1.04,10.40,74.5,80.5,77.4,-1.45,-1.26,-1.35
CYP,Cyprus,Cntry/Terr,"1,207.361",130.7,6.99,365,0.43,0.34,0.49,365,0.43,0.34,0.49,7.86,78.4,82.6,80.4,-0.69,-0.58,-0.63
CZE,Czechia,Cntry/Terr,"10,708.982",138.6,10.50,365,2.29,1.42,2.06,365,2.29,1.42,2.06,13.21,74.4,80.0,77.1,-2.46,-2.09,-2.28
COD,Democratic Republic of the Congo,Cntry/Terr,"89,561.404",39.5,9.58,365,0.01,0.02,0.03,365,0.01,0.02,0.03,9.17,59.3,62.5,60.9,-0.02,-0.02,-0.02
DNK,Denmark,Cntry/Terr,"5,792.203",136.5,9.72,365,0.34,0.20,0.29,365,0.34,0.20,0.29,10.31,78.7,82.6,80.6,-0.44,-0.37,-0.40
DJI,Djibouti,Cntry/Terr,988.002,42.6,7.08,365,0.13,0.26,0.37,365,0.13,0.26,0.37,7.24,64.9,69.2,67.0,-0.30,-0.23,-0.27
DOM,Dominican Republic,Cntry/Terr,"10,847.904",224.5,6.13,365,0.17,0.23,0.33,365,0.17,0.23,0.33,6.53,70.7,77.1,73.8,-0.43,-0.38,-0.41
ECU,Ecuador,Cntry/Terr,"17,643.060",71.0,5.10,365,1.11,1.50,2.18,365,1.11,1.50,2.18,6.39,71.7,77.6,74.6,-2.80,-2.40,-2.60
EGY,Egypt,Cntry/Terr,"102,334.403",102.8,5.83,365,0.14,0.27,0.39,365,0.14,0.27,0.39,5.91,69.6,74.2,71.8,-0.32,-0.26,-0.29
SLV,El Salvador,Cntry/Terr,"6,486.201",313.0,7.02,365,0.38,0.49,0.71,365,0.38,0.49,0.71,7.59,67.9,77.3,72.5,-0.74,-0.69,-0.71
GNQ,Equatorial Guinea,Cntry/Terr,"1,402.985",50.0,9.43,365,0.06,0.22,0.31,365,0.06,0.22,0.31,8.96,57.8,60.1,58.9,-0.17,-0.12,-0.15
EST,Estonia,Cntry/Terr,"1,326.539",31.3,11.62,365,1.28,0.74,1.07,365,1.28,0.74,1.07,13.52,73.2,81.5,77.3,-1.23,-1.25,-1.24
SWZ,Eswatini,Cntry/Terr,"1,160.164",67.5,9.42,365,0.94,2.50,3.62,365,0.94,2.50,3.62,10.24,54.6,63.1,58.7,-1.44,-1.68,-1.56
ETH,Ethiopia,Cntry/Terr,"114,963.583",115.0,6.66,365,0.04,0.12,0.18,365,0.04,0.12,0.18,6.42,64.8,68.7,66.7,-0.15,-0.11,-0.13
FIN,Finland,Cntry/Terr,"5,540.718",18.2,9.73,365,0.18,0.10,0.14,365,0.18,0.10,0.14,10.27,79.1,84.6,81.8,-0.22,-0.20,-0.21
FRA,France,Cntry/Terr,"65,273.512",119.2,9.27,365,0.92,0.50,0.72,365,0.92,0.50,0.72,10.57,78.7,84.5,81.5,-1.18,-1.08,-1.13
GUF,French Guiana,Cntry/Terr,298.682,3.6,2.92,365,0.89,1.61,2.32,365,0.89,1.61,2.32,4.00,74.5,80.5,77.4,-2.74,-2.69,-2.72
GAB,Gabon,Cntry/Terr,"2,225.728",8.6,6.91,365,0.10,0.26,0.38,365,0.10,0.26,0.38,6.86,64.2,68.5,66.3,-0.26,-0.20,-0.23
GMB,Gambia,Cntry/Terr,"2,416.664",238.8,7.99,365,0.09,0.32,0.47,365,0.09,0.32,0.47,7.67,60.7,63.6,62.1,-0.28,-0.20,-0.24
GEO,Georgia,Cntry/Terr,"3,989.175",57.4,12.85,365,2.82,2.24,3.23,365,2.82,2.24,3.23,15.47,67.0,75.7,71.3,-2.42,-2.50,-2.46
DEU,Germany,Cntry/Terr,"83,783.945",240.4,11.16,365,0.93,0.47,0.68,365,0.93,0.47,0.68,12.58,78.1,83.0,80.5,-1.04,-0.87,-0.96
GHA,Ghana,Cntry/Terr,"31,072.945",136.6,7.35,365,0.03,0.08,0.12,365,0.03,0.08,0.12,7.25,63.1,65.4,64.2,-0.08,-0.06,-0.07
GRC,Greece,Cntry/Terr,"10,423.056",80.9,10.81,365,1.52,0.74,1.07,365,1.52,0.74,1.07,13.01,78.2,83.4,80.8,-1.75,-1.38,-1.57
GLP,Guadeloupe,Cntry/Terr,400.127,245.8,8.19,365,1.69,0.99,1.43,365,1.69,0.99,1.43,10.51,76.3,83.4,79.8,-2.29,-2.22,-2.26
GUM,Guam,Cntry/Terr,168.783,312.6,5.18,365,0.88,0.94,1.36,365,0.88,0.94,1.36,6.40,75.4,81.9,78.6,-1.65,-1.69,-1.67
GTM,Guatemala,Cntry/Terr,"17,915.567",167.2,4.75,365,0.63,1.25,1.81,365,0.63,1.25,1.81,5.46,69.5,75.6,72.5,-2.11,-1.71,-1.92
GIN,Guinea,Cntry/Terr,"13,132.792",53.4,8.54,365,0.02,0.08,0.12,365,0.02,0.08,0.12,8.18,61.0,62.3,61.6,-0.07,-0.05,-0.06
GNB,Guinea-Bissau,Cntry/Terr,"1,967.998",70.0,9.72,365,0.05,0.18,0.26,365,0.05,0.18,0.26,9.41,56.4,60.4,58.4,-0.13,-0.10,-0.11
GUY,Guyana,Cntry/Terr,786.559,4.0,7.42,365,1.13,1.64,2.37,365,1.13,1.64,2.37,8.73,64.6,71.2,67.8,-2.39,-2.02,-2.21
HTI,Haiti,Cntry/Terr,"11,402.533",413.7,8.57,365,0.05,0.09,0.13,365,0.05,0.09,0.13,8.52,62.0,66.3,64.1,-0.11,-0.09,-0.10
HND,Honduras,Cntry/Terr,"9,904.608",88.5,4.44,365,0.74,1.41,2.03,365,0.74,1.41,2.03,5.31,70.7,75.6,73.1,-2.46,-2.08,-2.27
HUN,Hungary,Cntry/Terr,"9,660.350",106.7,12.53,365,3.06,1.93,2.78,365,3.06,1.93,2.78,16.02,70.7,77.8,74.2,-2.65,-2.57,-2.61
ISL,Iceland,Cntry/Terr,341.250,3.4,6.70,365,0.02,0.02,0.02,365,0.02,0.02,0.02,7.01,81.6,84.6,83.1,-0.04,-0.03,-0.04
IND,India,Cntry/Terr,"1,380,004.385",464.1,7.24,365,0.24,0.38,0.55,365,0.24,0.38,0.55,7.68,68.1,70.8,69.4,-0.49,-0.35,-0.42
IDN,Indonesia,Cntry/Terr,"273,523.621",151.0,6.45,365,0.45,0.70,1.01,365,0.45,0.70,1.01,7.13,68.8,73.4,71.1,-0.87,-0.71,-0.79
IRN,Iran (Islamic Republic of),Cntry/Terr,"83,992.953",51.6,4.88,365,0.91,1.34,1.94,365,0.91,1.34,1.94,5.84,73.7,76.6,75.1,-2.08,-1.47,-1.78
IRQ,Iraq,Cntry/Terr,"40,222.503",92.6,4.80,365,0.28,0.77,1.11,365,0.28,0.77,1.11,5.06,67.8,72.1,69.9,-0.89,-0.70,-0.80
IRL,Ireland,Cntry/Terr,"4,937.796",71.7,6.05,365,0.74,0.59,0.85,365,0.74,0.59,0.85,7.16,79.4,82.9,81.1,-1.38,-1.08,-1.23
IMN,Isle of Man,Cntry/Terr,85.032,149.2,NA,365,0.49,NA,1.48,365,0.49,1.02,1.48,NA,NA,NA,NA,NA,NA,NA
ISR,Israel,Cntry/Terr,"8,655.541",400.0,5.33,365,0.57,0.52,0.76,365,0.57,0.52,0.76,6.05,80.2,83.6,81.8,-1.33,-1.01,-1.17
ITA,Italy,Cntry/Terr,"60,461.828",205.6,10.47,365,1.04,0.50,0.72,365,1.04,0.50,0.72,11.99,80.3,84.6,82.4,-1.20,-1.02,-1.11
IT13,Abruzzo,Italy,"1,314.662",121.5,11.20,365,1.08,0.49,0.70,365,1.08,0.49,0.70,12.86,78.8,84.8,81.7,-1.17,-1.02,-1.09
IT17,Basilicata,Italy,564.286,56.1,11.10,365,0.67,0.31,0.44,365,0.67,0.31,0.44,12.32,78.0,84.9,81.4,-0.73,-0.64,-0.69
IT21,Bolzano (Provincia autonoma di),Italy,531.191,71.8,8.30,365,1.06,0.57,0.82,365,1.06,0.57,0.82,10.05,79.0,85.3,82.1,-1.44,-1.23,-1.34
IT18,Calabria,Italy,"1,949.987",128.1,10.10,365,0.58,0.29,0.42,365,0.58,0.29,0.42,11.35,78.4,84.6,81.4,-0.70,-0.59,-0.65
IT15,Campania,Italy,"5,801.773",424.5,9.20,365,0.97,0.57,0.82,365,0.97,0.57,0.82,10.68,77.1,83.2,80.1,-1.22,-1.05,-1.14
IT08,Emilia-Romagna,Italy,"4,468.697",164.5,11.20,365,1.45,0.64,0.93,365,1.45,0.64,0.93,13.05,79.3,84.7,81.9,-1.57,-1.35,-1.46
IT06,Friuli-Venezia Giulia,Italy,"1,218.962",155.1,11.90,365,2.11,0.89,1.28,365,2.11,0.89,1.28,14.36,78.7,84.1,81.3,-2.10,-1.85,-1.98
IT12,Lazio,Italy,"5,885.980",341.7,9.70,365,0.93,0.46,0.67,365,0.93,0.46,0.67,11.26,79.1,84.6,81.8,-1.12,-0.96,-1.05
IT07,Liguria,Italy,"1,557.702",192.2,14.30,365,1.08,0.41,0.59,365,1.08,0.41,0.59,15.79,79.0,84.6,81.7,-0.97,-0.85,-0.91
IT03,Lombardia,Italy,"10,073.686",422.2,9.90,365,0.98,0.47,0.69,365,0.98,0.47,0.69,11.47,79.4,85.1,82.2,-1.15,-1.01,-1.08
IT11,Marche,Italy,"1,529.183",162.7,11.20,365,1.09,0.47,0.67,365,1.09,0.47,0.67,12.99,80.0,85.3,82.6,-1.17,-1.00,-1.09
IT14,Molise,Italy,306.556,68.8,12.10,365,1.05,0.45,0.65,365,1.05,0.45,0.65,13.68,79.0,84.9,81.9,-1.07,-0.96,-1.01
IT01,Piemonte,Italy,"4,369.052",172.3,12.30,365,0.94,0.40,0.58,365,0.94,0.40,0.58,13.77,78.8,84.6,81.6,-0.94,-0.81,-0.88
IT16,Puglia,Italy,"4,034.220",206.6,9.60,365,1.11,0.56,0.81,365,1.11,0.56,0.81,11.35,78.9,84.5,81.6,-1.35,-1.14,-1.25
