LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
IT20,Sardegna,Italy,"1,643.577",68.2,9.90,365,0.60,0.28,0.40,365,0.60,0.28,0.40,11.22,79.4,85.4,82.4,-0.70,-0.62,-0.66
IT19,Sicilia,Italy,"5,005.165",193.9,10.40,365,1.02,0.53,0.76,365,1.02,0.53,0.76,11.86,77.5,83.5,80.4,-1.18,-0.99,-1.09
IT09,Toscana,Italy,"3,740.109",295.7,11.60,365,1.04,0.44,0.64,365,1.04,0.44,0.64,13.10,80.0,85.2,82.5,-1.10,-0.94,-1.02
IT22,Trento (Provincia autonoma di),Italy,541.866,87.3,9.30,365,0.89,0.43,0.62,365,0.89,0.43,0.62,10.67,79.9,85.7,82.7,-1.15,-0.97,-1.06
IT10,Umbria,Italy,884.495,104.7,11.40,365,0.99,0.42,0.60,365,0.99,0.42,0.60,13.09,80.4,85.3,82.8,-1.07,-0.91,-0.99
IT02,Valle d'Aosta/Vallee d'Aoste,Italy,125.953,38.7,11.70,365,0.87,0.39,0.57,365,0.87,0.39,0.57,13.25,77.2,84.5,80.7,-0.87,-0.78,-0.83
IT05,Veneto,Italy,"4,914.725",267.2,10.00,365,1.19,0.56,0.81,365,1.19,0.56,0.81,11.67,79.5,85.1,82.2,-1.37,-1.19,-1.29
JAM,Jamaica,Cntry/Terr,"2,961.161",273.4,7.56,365,0.73,0.83,1.20,365,0.73,0.83,1.20,8.37,71.6,75.3,73.4,-1.38,-0.92,-1.15
JPN,Japan,Cntry/Terr,"126,476.458",346.9,10.43,365,0.12,0.05,0.07,365,0.12,0.05,0.07,11.72,81.5,87.6,84.5,-0.13,-0.13,-0.13
JOR,Jordan,Cntry/Terr,"10,203.140",114.9,3.86,365,0.84,1.88,2.72,365,0.84,1.88,2.72,4.82,70.5,74.5,72.4,-2.49,-1.97,-2.24
KAZ,Kazakhstan,Cntry/Terr,"18,776.707",7.0,7.13,365,0.82,1.13,1.63,365,0.82,1.13,1.63,8.11,67.9,76.3,72.0,-1.29,-1.35,-1.32
KEN,Kenya,Cntry/Terr,"53,771.300",94.5,5.52,365,0.07,0.23,0.34,365,0.07,0.23,0.34,5.54,64.2,69.0,66.5,-0.24,-0.19,-0.22
KWT,Kuwait,Cntry/Terr,"4,270.563",239.7,2.67,365,0.36,0.64,0.93,365,0.36,0.64,0.93,3.44,74.0,76.1,75.0,-0.89,-0.59,-0.74
KGZ,Kyrgyzstan,Cntry/Terr,"6,524.191",34.0,6.07,365,0.22,0.44,0.64,365,0.22,0.44,0.64,6.09,67.1,75.2,71.1,-0.41,-0.47,-0.44
LVA,Latvia,Cntry/Terr,"1,886.202",30.3,14.60,365,2.08,1.16,1.67,365,2.08,1.16,1.67,17.23,68.8,78.3,73.5,-1.53,-1.77,-1.65
LBN,Lebanon,Cntry/Terr,"6,825.442",667.2,4.31,365,1.12,1.50,2.16,365,1.12,1.50,2.16,5.79,74.7,78.8,76.7,-2.57,-2.16,-2.37
LBR,Liberia,Cntry/Terr,"5,057.677",52.5,7.60,365,0.04,0.12,0.17,365,0.04,0.12,0.17,7.43,62.8,65.6,64.2,-0.12,-0.08,-0.10
LBY,Libya,Cntry/Terr,"6,871.287",3.9,5.07,365,0.61,1.17,1.70,365,0.61,1.17,1.70,5.82,68.8,74.9,71.8,-1.42,-1.21,-1.32
LIE,Liechtenstein,Cntry/Terr,38.137,238.4,NA,365,0.79,NA,1.48,365,0.79,1.02,1.48,NA,NA,NA,NA,NA,NA,NA
LTU,Lithuania,Cntry/Terr,"2,722.291",43.4,13.56,365,2.17,1.18,1.70,365,2.17,1.18,1.70,16.76,68.8,79.4,74.0,-1.62,-1.98,-1.79
LUX,Luxembourg,Cntry/Terr,625.976,241.7,7.14,365,0.67,0.48,0.70,365,0.67,0.48,0.70,7.98,79.2,83.5,81.3,-1.10,-0.92,-1.01
MDG,Madagascar,Cntry/Terr,"27,691.019",47.6,6.13,365,0.03,0.08,0.12,365,0.03,0.08,0.12,5.94,65.6,68.9,67.2,-0.09,-0.07,-0.08
MWI,Malawi,Cntry/Terr,"19,129.955",202.9,6.77,365,0.11,0.40,0.58,365,0.11,0.40,0.58,6.51,61.0,67.3,64.1,-0.34,-0.30,-0.32
MYS,Malaysia,Cntry/Terr,"32,365.998",98.5,5.05,365,0.96,1.38,1.99,365,0.96,1.38,1.99,6.36,72.0,76.8,74.3,-2.33,-1.65,-2.00
MDV,Maldives,Cntry/Terr,540.542,"1,801.8",2.84,365,0.40,0.82,1.18,365,0.40,0.82,1.18,3.13,76.2,79.8,77.9,-1.55,-1.21,-1.38
MLI,Mali,Cntry/Terr,"20,250.834",16.6,9.82,365,0.02,0.07,0.10,365,0.02,0.07,0.10,9.24,58.7,60.4,59.5,-0.06,-0.04,-0.05
MLT,Malta,Cntry/Terr,441.539,"1,379.8",8.24,365,0.58,0.34,0.49,365,0.58,0.34,0.49,9.44,80.1,83.7,81.8,-0.81,-0.65,-0.73
MTQ,Martinique,Cntry/Terr,375.265,354.0,9.07,365,1.96,1.02,1.47,365,1.96,1.02,1.47,11.78,77.1,83.5,80.2,-2.31,-2.23,-2.27
MRT,Mauritania,Cntry/Terr,"4,649.660",4.5,7.27,365,0.11,0.32,0.46,365,0.11,0.32,0.46,7.19,63.1,66.5,64.7,-0.33,-0.24,-0.28
MUS,Mauritius,Cntry/Terr,"1,271.767",626.5,8.30,365,0.18,0.17,0.24,365,0.18,0.17,0.24,9.05,71.5,78.3,74.9,-0.26,-0.25,-0.25
MYT,Mayotte,Cntry/Terr,272.813,727.5,2.69,365,0.48,1.07,1.55,365,0.48,1.07,1.55,3.31,74.3,81.1,77.6,-2.06,-1.95,-2.01
MEX,Mexico (Country),Cntry/Terr,"128,932.753",66.3,5.97,365,1.34,1.78,2.58,365,1.34,1.78,2.58,7.58,69.5,75.6,72.5,-2.82,-2.35,-2.59
MX01,Aguascalientes,Mexico,"1,360.852",242.3,4.37,365,1.22,1.86,2.69,365,1.22,1.86,2.69,6.49,70.0,76.3,73.1,-3.00,-2.55,-2.78
MX02,Baja California,Mexico,"3,605.789",50.5,4.88,365,1.51,2.51,3.63,365,1.51,2.51,3.63,6.32,69.1,75.8,72.4,-3.86,-3.37,-3.62
MX03,Baja California Sur,Mexico,727.007,9.8,3.82,365,2.26,3.76,5.43,365,2.26,3.76,5.43,7.09,67.5,74.4,70.9,-5.38,-4.74,-5.07
MX04,Campeche,Mexico,945.785,16.4,4.64,365,1.20,1.66,2.40,365,1.20,1.66,2.40,7.29,69.3,75.6,72.4,-2.59,-2.19,-2.40
MX07,Chiapas,Mexico,"5,412.679",73.8,4.53,365,0.20,0.33,0.47,365,0.20,0.33,0.47,5.73,71.0,76.6,73.8,-0.57,-0.46,-0.51
MX08,Chihuahua,Mexico,"3,832.828",15.5,7.58,365,1.12,1.61,2.32,365,1.12,1.61,2.32,6.78,69.8,76.4,73.0,-2.58,-2.23,-2.41
MX09,Ciudad de Mexico,Mexico,"10,298.920","6,888.8",6.23,365,2.29,2.50,3.61,365,2.29,2.50,3.61,9.19,69.6,76.1,72.8,-3.95,-3.39,-3.67
MX05,Coahuila de Zaragoza,Mexico,"3,150.456",20.7,5.31,365,1.15,1.62,2.35,365,1.15,1.62,2.35,6.82,70.1,76.6,73.3,-2.61,-2.25,-2.43
MX06,Colima,Mexico,749.741,133.2,4.95,365,1.65,2.11,3.04,365,1.65,2.11,3.04,7.99,69.8,75.3,72.5,-3.37,-2.69,-3.04
MX10,Durango,Mexico,"1,858.666",15.0,5.65,365,0.88,1.16,1.68,365,0.88,1.16,1.68,7.10,70.2,76.7,73.4,-1.90,-1.62,-1.76
MX11,Guanajuato,Mexico,"6,295.742",205.6,4.95,365,1.28,1.73,2.50,365,1.28,1.73,2.50,7.40,69.4,75.9,72.6,-2.73,-2.33,-2.54
MX12,Guerrero,Mexico,"3,882.954",61.1,4.86,365,0.93,1.17,1.70,365,0.93,1.17,1.70,8.29,68.5,74.9,71.6,-1.74,-1.47,-1.61
MX13,Hidalgo,Mexico,"3,072.136",147.6,4.87,365,1.46,1.84,2.66,365,1.46,1.84,2.66,8.09,69.5,75.5,72.4,-2.87,-2.37,-2.62
MX14,Jalisco,Mexico,"8,442.704",107.4,5.33,365,1.39,1.80,2.60,365,1.39,1.80,2.60,7.69,69.6,76.2,72.8,-2.82,-2.43,-2.63
MX15,Mexico (State),Mexico,"17,378.187",777.5,4.50,365,1.49,2.32,3.35,365,1.49,2.32,3.35,6.77,69.4,74.9,72.1,-3.71,-2.94,-3.33
MX16,Michoacan de Ocampo,Mexico,"4,992.690",85.1,5.55,365,1.10,1.29,1.87,365,1.10,1.29,1.87,8.24,70.4,75.5,72.9,-2.15,-1.67,-1.92
MX17,Morelos,Mexico,"2,047.959",419.8,5.49,365,1.71,2.05,2.97,365,1.71,2.05,2.97,8.56,69.5,75.2,72.3,-3.21,-2.60,-2.91
MX18,Nayarit,Mexico,"1,255.449",45.1,5.47,365,1.48,1.76,2.55,365,1.48,1.76,2.55,8.31,70.1,75.6,72.8,-2.84,-2.28,-2.57
MX19,Nuevo Leon,Mexico,"5,360.737",83.5,4.97,365,1.60,2.20,3.18,365,1.60,2.20,3.18,7.33,69.5,76.1,72.7,-3.44,-2.98,-3.21
MX20,Oaxaca,Mexico,"4,386.373",46.8,5.71,365,0.80,0.91,1.32,365,0.80,0.91,1.32,8.44,69.9,75.6,72.7,-1.48,-1.20,-1.34
MX21,Puebla,Mexico,"6,612.709",192.8,5.37,365,1.51,2.00,2.89,365,1.51,2.00,2.89,7.94,68.7,75.2,71.9,-3.05,-2.61,-2.83
MX22,Queretaro,Mexico,"2,094.397",179.0,4.36,365,1.80,2.74,3.97,365,1.80,2.74,3.97,7.16,68.6,75.1,71.7,-4.15,-3.56,-3.86
MX23,Quintana Roo,Mexico,"1,497.403",33.4,3.35,365,1.38,2.94,4.25,365,1.38,2.94,4.25,5.39,68.3,74.9,71.5,-4.35,-3.75,-4.06
MX24,San Luis Potosi,Mexico,"2,972.710",48.6,5.14,365,1.27,1.51,2.18,365,1.27,1.51,2.18,8.29,69.9,75.6,72.7,-2.40,-1.95,-2.18
MX25,Sinaloa,Mexico,"3,215.596",56.0,5.59,365,1.48,1.89,2.73,365,1.48,1.89,2.73,7.93,69.2,75.8,72.4,-2.91,-2.50,-2.71
MX26,Sonora,Mexico,"3,077.474",17.1,5.60,365,1.61,2.21,3.20,365,1.61,2.21,3.20,7.53,69.0,75.7,72.3,-3.38,-2.92,-3.16
MX27,Tabasco,Mexico,"2,555.914",103.3,4.98,365,1.00,1.50,2.16,365,1.00,1.50,2.16,6.62,69.7,76.2,72.9,-2.37,-2.04,-2.21
MX28,Tamaulipas,Mexico,"3,689.743",45.9,5.26,365,1.04,1.40,2.03,365,1.04,1.40,2.03,7.15,70.0,76.5,73.1,-2.24,-1.92,-2.09
MX29,Tlaxcala,Mexico,"1,345.008",336.5,4.73,365,1.18,1.58,2.29,365,1.18,1.58,2.29,7.32,69.9,76.0,72.8,-2.56,-2.13,-2.35
MX30,Veracruz de Ignacio de la Llave,Mexico,"8,831.401",122.9,5.90,365,0.99,1.16,1.68,365,0.99,1.16,1.68,8.27,69.7,76.1,72.8,-1.81,-1.54,-1.68
MX31,Yucatan,Mexico,"2,269.237",57.4,5.71,365,1.51,1.82,2.63,365,1.51,1.82,2.63,8.49,68.9,75.5,72.1,-2.77,-2.38,-2.58
MX32,Zacatecas,Mexico,"1,713.503",22.8,5.62,365,0.99,1.14,1.65,365,0.99,1.14,1.65,8.09,70.2,76.6,73.3,-1.86,-1.58,-1.73
MCO,Monaco,Cntry/Terr,39.244,"26,338.3",NA,365,0.89,NA,1.48,365,0.89,1.02,1.48,NA,NA,NA,NA,NA,NA,NA
MNE,Montenegro,Cntry/Terr,628.062,46.7,10.70,365,2.75,2.12,3.07,365,2.75,2.12,3.07,13.64,71.6,76.9,74.2,-2.94,-2.47,-2.71
MSR,Montserrat,Cntry/Terr,4.999,50.0,NA,365,0.00,NA,1.48,365,0.00,1.02,1.48,NA,NA,NA,NA,NA,NA,NA
MAR,Morocco,Cntry/Terr,"36,910.558",82.7,5.06,365,0.20,0.28,0.41,365,0.20,0.28,0.41,5.40,75.2,77.8,76.4,-0.46,-0.33,-0.40
MOZ,Mozambique,Cntry/Terr,"31,255.435",39.7,8.62,365,0.06,0.20,0.29,365,0.06,0.20,0.29,8.22,57.9,63.8,60.7,-0.15,-0.13,-0.14
MMR,Myanmar,Cntry/Terr,"54,409.794",83.3,8.19,365,0.30,0.51,0.74,365,0.30,0.51,0.74,8.73,63.7,69.9,66.7,-0.50,-0.42,-0.46
NPL,Nepal,Cntry/Terr,"29,136.808",203.3,6.39,365,0.33,0.62,0.90,365,0.33,0.62,0.90,6.71,68.7,71.9,70.3,-0.76,-0.56,-0.66
NLD,Netherlands,Cntry/Terr,"17,134.873",508.2,8.72,365,0.57,0.34,0.49,365,0.57,0.34,0.49,9.75,80.0,83.4,81.7,-0.80,-0.62,-0.71
NZL,New Zealand,Cntry/Terr,"4,822.233",18.3,6.98,365,0.01,0.00,0.01,365,0.01,0.00,0.01,7.26,80.7,84.1,82.4,-0.01,-0.01,-0.01
NIC,Nicaragua,Cntry/Terr,"6,624.554",55.0,5.06,365,0.01,0.01,0.02,365,0.01,0.01,0.02,5.20,71.1,78.1,74.6,-0.02,-0.02,-0.02
NER,Niger,Cntry/Terr,"24,206.636",19.1,8.41,365,0.01,0.03,0.04,365,0.01,0.03,0.04,7.90,61.5,63.9,62.7,-0.02,-0.02,-0.02
NGA,Nigeria,Cntry/Terr,"206,139.587",226.3,11.97,365,0.01,0.03,0.04,365,0.01,0.03,0.04,11.48,54.0,55.9,54.9,-0.02,-0.01,-0.02
MKD,North Macedonia,Cntry/Terr,"2,083.380",82.6,10.02,365,2.62,2.20,3.18,365,2.62,2.20,3.18,12.99,71.0,75.7,73.3,-2.94,-2.29,-2.63
MNP,Northern Marianas,Cntry/Terr,57.557,125.1,NA,365,0.19,NA,1.48,365,0.19,1.02,1.48,NA,NA,NA,NA,NA,NA,NA
NOR,Norway,Cntry/Terr,"5,421.242",14.8,8.00,365,0.16,0.11,0.15,365,0.16,0.11,0.15,8.17,80.4,84.3,82.3,-0.25,-0.21,-0.23
OMN,Oman,Cntry/Terr,"5,106.622",16.5,2.44,365,0.51,1.23,1.78,365,0.51,1.23,1.78,3.02,74.1,78.5,76.3,-2.20,-1.99,-2.10
PAK,Pakistan,Cntry/Terr,"220,892.331",286.5,6.98,365,0.08,0.19,0.27,365,0.08,0.19,0.27,7.02,66.2,68.3,67.2,-0.23,-0.15,-0.19
PAN,Panama,Cntry/Terr,"4,314.768",58.0,5.06,365,0.79,0.93,1.34,365,0.79,0.93,1.34,6.11,73.5,80.0,76.7,-2.11,-1.85,-1.98
PRY,Paraguay,Cntry/Terr,"7,132.530",18.0,5.48,365,2.01,3.14,4.53,365,2.01,3.14,4.53,7.71,67.9,72.8,70.3,-4.45,-3.65,-4.06
PER,Peru,Cntry/Terr,"32,971.846",25.8,5.45,365,5.00,6.05,8.74,365,5.00,6.05,8.74,10.98,66.2,72.5,69.2,-8.13,-7.18,-7.66
PE01,Amazonas,Peru,423.381,10.8,NA,365,2.43,3.24,4.69,365,2.43,3.24,4.69,15.61,64.0,68.4,66.2,-3.11,-2.49,-2.81
PE02,Ancash,Peru,"1,216.095",33.9,NA,365,4.31,4.59,6.64,365,4.31,4.59,6.64,19.70,64.3,69.4,66.8,-4.82,-4.09,-4.46
PE03,Apurimac,Peru,453.951,21.7,NA,365,3.01,3.38,4.89,365,3.01,3.38,4.89,19.24,63.6,68.0,65.8,-3.22,-2.67,-2.95
PE04,Arequipa,Peru,"1,556.127",24.6,NA,365,5.23,5.97,8.63,365,5.23,5.97,8.63,17.75,64.7,69.6,67.1,-6.36,-5.50,-5.94
PE05,Ayacucho,Peru,688.200,15.7,NA,365,2.59,3.10,4.48,365,2.59,3.10,4.48,17.57,64.1,69.0,66.5,-2.99,-2.50,-2.75
PE06,Cajamarca,Peru,"1,500.006",45.0,NA,365,2.38,2.81,4.06,365,2.38,2.81,4.06,16.58,65.9,70.5,68.1,-2.95,-2.49,-2.72
PE07,Callao,Peru,"1,119.096","7,669.8",NA,365,7.26,8.64,12.49,365,7.26,8.64,12.49,18.70,63.8,68.8,66.2,-8.54,-7.45,-8.01
PE08,Cusco,Peru,"1,350.177",18.8,NA,365,3.18,4.12,5.96,365,3.18,4.12,5.96,16.56,62.8,67.6,65.2,-3.86,-3.20,-3.54
PE09,Huancavelica,Peru,387.386,17.5,NA,365,2.67,3.07,4.44,365,2.67,3.07,4.44,19.05,63.9,68.2,66.0,-2.85,-2.31,-2.59
PE10,Huanuco,Peru,804.804,21.6,NA,365,2.77,3.71,5.37,365,2.77,3.71,5.37,15.36,63.9,68.6,66.2,-3.74,-3.16,-3.46
PE11,Ica,Peru,954.364,44.7,NA,365,7.14,8.74,12.63,365,7.14,8.74,12.63,18.76,63.0,68.2,65.5,-8.53,-7.41,-7.98
PE12,Junin,Peru,"1,393.373",31.4,NA,365,4.40,5.60,8.10,365,4.40,5.60,8.10,17.53,62.3,67.4,64.8,-5.26,-4.44,-4.86
PE13,La Libertad,Peru,"1,990.970",78.1,NA,365,3.97,4.78,6.92,365,3.97,4.78,6.92,16.43,65.2,70.1,67.6,-5.26,-4.54,-4.91
PE14,Lambayeque,Peru,"1,340.725",92.6,NA,365,5.03,5.79,8.37,365,5.03,5.79,8.37,17.57,64.6,69.5,67.0,-6.23,-5.39,-5.82
PE15,Lima,Peru,"10,693.435",307.0,NA,365,6.79,7.74,11.19,365,6.79,7.74,11.19,19.01,64.0,69.0,66.5,-7.79,-6.78,-7.30
PE16,Loreto,Peru,981.170,2.7,NA,365,3.33,5.40,7.81,365,3.33,5.40,7.81,13.47,63.0,67.9,65.4,-4.93,-4.12,-4.53
PE17,Madre de Dios,Peru,158.084,1.9,NA,365,3.92,8.06,11.66,365,3.92,8.06,11.66,10.47,61.1,66.2,63.6,-7.13,-6.00,-6.58
PE18,Moquegua,Peru,197.521,12.6,NA,365,6.22,6.77,9.78,365,6.22,6.77,9.78,19.36,63.8,69.0,66.3,-6.83,-5.95,-6.40
PE19,Pasco,Peru,284.581,11.4,NA,365,3.21,4.65,6.72,365,3.21,4.65,6.72,14.70,62.8,68.0,65.3,-4.48,-3.82,-4.16
PE20,Piura,Peru,"2,076.318",58.2,NA,365,4.84,6.17,8.92,365,4.84,6.17,8.92,16.93,63.6,68.5,66.0,-5.91,-5.11,-5.52
PE21,Puno,Peru,"1,316.375",18.3,NA,365,2.92,3.34,4.83,365,2.92,3.34,4.83,17.97,63.3,67.9,65.5,-3.31,-2.77,-3.04
PE22,San Martin,Peru,909.611,17.7,NA,365,2.47,3.73,5.39,365,2.47,3.73,5.39,13.21,63.9,68.8,66.3,-3.62,-3.04,-3.34
PE23,Tacna,Peru,371.146,23.1,NA,365,4.59,6.13,8.87,365,4.59,6.13,8.87,15.13,63.6,68.6,66.0,-6.01,-5.18,-5.60
PE24,Tumbes,Peru,252.031,54.0,NA,365,4.95,6.90,9.97,365,4.95,6.90,9.97,15.23,63.0,68.3,65.6,-6.48,-5.55,-6.03
PE25,Ucayali,Peru,552.917,5.4,NA,365,4.83,8.47,12.25,365,4.83,8.47,12.25,13.91,60.0,65.4,62.6,-7.05,-5.95,-6.51
PHL,Philippines,Cntry/Terr,"109,581.085",367.5,5.83,365,0.38,0.71,1.02,365,0.38,0.71,1.02,6.44,66.6,74.7,70.5,-0.82,-0.89,-0.85
POL,Poland,Cntry/Terr,"37,846.605",123.6,10.09,365,1.79,1.15,1.67,365,1.79,1.15,1.67,12.41,73.0,80.7,76.8,-1.97,-1.93,-1.95
PRT,Portugal,Cntry/Terr,"10,196.707",111.3,10.59,365,1.18,0.60,0.86,365,1.18,0.60,0.86,12.45,78.0,83.8,80.8,-1.27,-1.14,-1.21
PRI,Puerto Rico,Cntry/Terr,"2,860.840",322.5,9.35,365,0.63,0.35,0.51,365,0.63,0.35,0.51,10.99,76.0,82.9,79.3,-0.77,-0.72,-0.75
QAT,Qatar,Cntry/Terr,"2,881.060",248.2,1.19,365,0.13,0.30,0.44,365,0.13,0.30,0.44,1.50,78.6,81.5,80.0,-0.72,-0.60,-0.66
KOR,Republic of Korea,Cntry/Terr,"51,269.183",527.3,5.92,365,0.09,0.06,0.09,365,0.09,0.06,0.09,6.81,79.9,85.9,82.8,-0.15,-0.14,-0.14
MDA,Republic of Moldova,Cntry/Terr,"4,033.963",122.8,11.62,365,1.66,1.57,2.28,365,1.66,1.57,2.28,13.63,66.2,74.6,70.3,-1.52,-1.62,-1.57
REU,Reunion,Cntry/Terr,895.308,358.1,6.21,365,0.41,0.35,0.51,365,0.41,0.35,0.51,6.80,76.8,83.1,79.9,-0.83,-0.74,-0.79
ROU,Romania,Cntry/Terr,"19,237.682",83.6,13.03,365,2.23,1.43,2.06,365,2.23,1.43,2.06,15.50,70.7,77.8,74.2,-1.99,-1.82,-1.91
RUS,Russian Federation,Cntry/Terr,"145,934.460",8.9,12.72,365,1.68,1.32,1.90,365,1.68,1.32,1.90,14.56,65.8,76.2,70.9,-1.41,-1.66,-1.53
RWA,Rwanda,Cntry/Terr,"12,952.209",525.0,5.32,365,0.10,0.28,0.41,365,0.10,0.28,0.41,5.34,66.7,71.1,68.8,-0.33,-0.26,-0.29
MAF,Saint Martin (French part),Cntry/Terr,38.659,729.4,NA,365,1.19,NA,1.48,365,1.19,1.02,1.48,NA,NA,NA,NA,NA,NA,NA
SMR,San Marino,Cntry/Terr,33.938,565.6,NA,365,1.18,NA,1.48,365,1.18,1.02,1.48,NA,NA,NA,NA,NA,NA,NA
STP,Sao Tome and Principe,Cntry/Terr,219.161,228.3,4.87,365,0.18,0.54,0.78,365,0.18,0.54,0.78,4.86,67.5,72.5,69.9,-0.62,-0.50,-0.56
SAU,Saudi Arabia,Cntry/Terr,"34,813.867",16.2,3.47,365,0.08,0.15,0.21,365,0.08,0.15,0.21,3.77,73.9,76.8,75.3,-0.23,-0.17,-0.20
SEN,Senegal,Cntry/Terr,"16,743.930",87.0,5.81,365,0.09,0.28,0.40,365,0.09,0.28,0.40,5.64,65.7,69.9,67.8,-0.29,-0.22,-0.26
SRB,Serbia,Cntry/Terr,"8,737.370",99.9,13.17,365,1.27,0.86,1.25,365,1.27,0.86,1.25,14.53,72.3,77.7,74.9,-1.21,-1.01,-1.11
SLE,Sierra Leone,Cntry/Terr,"7,976.985",110.5,11.91,365,0.01,0.02,0.03,365,0.01,0.02,0.03,11.39,54.1,55.8,54.9,-0.01,-0.01,-0.01
SXM,Siint Maarten (Dutch part),Cntry/Terr,42.882,"1,261.2",NA,365,1.12,NA,1.48,365,1.12,1.02,1.48,NA,NA,NA,NA,NA,NA,NA
SGP,Singapore,Cntry/Terr,"5,850.343","8,357.6",4.45,365,0.14,0.11,0.16,365,0.14,0.11,0.16,5.22,81.4,85.6,83.4,-0.30,-0.25,-0.28
SVK,Slovakia,Cntry/Terr,"5,459.643",113.5,9.87,365,2.65,1.95,2.82,365,2.65,1.95,2.82,12.97,71.3,78.4,74.8,-2.83,-2.61,-2.72
SVN,Slovenia,Cntry/Terr,"2,078.932",103.2,9.94,365,1.39,0.78,1.12,365,1.39,0.78,1.12,11.96,77.2,82.7,79.9,-1.56,-1.40,-1.48
SOM,Somalia,Cntry/Terr,"15,893.219",25.3,10.94,365,0.08,0.26,0.37,365,0.08,0.26,0.37,10.63,55.7,59.2,57.4,-0.22,-0.16,-0.19
ZAF,South Africa,Cntry/Terr,"59,308.690",48.9,9.52,365,1.06,1.99,2.88,365,1.06,1.99,2.88,10.59,59.4,66.3,62.8,-1.47,-1.44,-1.46
SSD,South Sudan,Cntry/Terr,"11,193.729",18.3,10.56,365,0.01,0.02,0.03,365,0.01,0.02,0.03,10.24,56.6,59.6,58.0,-0.02,-0.01,-0.01
ESP,Spain,Cntry/Terr,"46,754.783",93.7,9.02,365,0.82,0.43,0.63,365,0.82,0.43,0.63,10.55,79.9,85.4,82.6,-1.06,-0.95,-1.00
ES01,Andalucia,Spain,"8,349.380",95.3,8.33,365,0.76,0.46,0.66,365,0.76,0.46,0.66,10.11,78.6,84.0,81.3,-1.00,-0.86,-0.93
ES02,Aragon,Spain,"1,315.017",27.6,10.26,365,1.10,0.50,0.72,365,1.10,0.50,0.72,12.69,79.9,85.6,82.7,-1.21,-1.11,-1.16
ES03,Asturias (Principado de),Spain,"1,024.060",96.6,12.64,365,0.79,0.32,0.46,365,0.79,0.32,0.46,14.67,79.4,85.3,82.3,-0.74,-0.69,-0.71
ES04,Balears (Illes),Spain,"1,137.723",227.9,6.70,365,0.52,0.34,0.49,365,0.52,0.34,0.49,8.02,80.4,85.4,82.9,-0.84,-0.73,-0.78
ES05,Canarias,Spain,"2,136.113",286.8,7.05,365,0.34,0.22,0.31,365,0.34,0.22,0.31,8.31,79.6,84.7,82.1,-0.52,-0.45,-0.48
ES06,Cantabria,Spain,579.733,109.0,10.33,365,0.40,0.19,0.27,365,0.40,0.19,0.27,11.61,80.3,86.4,83.3,-0.45,-0.44,-0.44
ES07,Castilla y Leon,Spain,"2,401.521",25.5,11.91,365,1.03,0.40,0.57,365,1.03,0.40,0.57,14.34,80.8,86.1,83.4,-1.03,-0.93,-0.98
ES08,Castilla-La Mancha,Spain,"2,021.012",25.4,9.54,365,1.24,0.62,0.89,365,1.24,0.62,0.89,11.76,79.9,85.1,82.5,-1.51,-1.30,-1.41
ES09,Catalunia,Spain,"7,623.414",237.4,8.41,365,0.97,0.52,0.76,365,0.97,0.52,0.76,10.37,79.8,85.5,82.6,-1.27,-1.15,-1.21
ES18,Ceuta,Spain,83.673,"4,183.6",6.29,365,0.86,0.71,1.03,365,0.86,0.71,1.03,7.79,77.7,81.7,79.6,-1.51,-1.20,-1.36
ES10,Comunitat Valenciana,Spain,"4,976.319",214.0,8.81,365,1.03,0.56,0.81,365,1.03,0.56,0.81,10.76,79.1,84.5,81.8,-1.30,-1.12,-1.22
ES11,Extremadura,Spain,"1,063.076",25.5,10.56,365,0.89,0.42,0.61,365,0.89,0.42,0.61,12.54,79.2,85.0,82.1,-0.98,-0.87,-0.93
ES12,Galicia,Spain,"2,697.559",91.2,11.57,365,0.51,0.21,0.30,365,0.51,0.21,0.30,13.54,80.1,86.0,83.0,-0.51,-0.47,-0.49
ES13,Madrid (Comunidad de),Spain,"6,611.809",823.6,7.06,365,0.69,0.39,0.57,365,0.69,0.39,0.57,8.57,81.5,86.7,84.0,-1.06,-0.95,-1.01
ES19,Melilla,Spain,85.187,"7,098.9",5.78,365,0.92,0.84,1.21,365,0.92,0.84,1.21,7.38,77.1,81.4,79.2,-1.68,-1.35,-1.52
ES14,Murcia (Region de),Spain,"1,479.460",130.8,7.65,365,0.73,0.47,0.68,365,0.73,0.47,0.68,9.00,79.5,84.7,82.0,-1.08,-0.93,-1.01
ES15,Navarra (C. Foral de),Spain,651.019,62.7,8.51,365,0.51,0.26,0.38,365,0.51,0.26,0.38,10.12,81.2,86.7,83.9,-0.67,-0.62,-0.64
ES16,Pais Vasco,Spain,"2,202.966",304.5,9.89,365,1.00,0.46,0.67,365,1.00,0.46,0.67,11.87,80.1,85.8,82.9,-1.12,-1.05,-1.09
ES17,"Rioja, La",Spain,315.741,62.6,10.00,365,0.82,0.38,0.55,365,0.82,0.38,0.55,11.79,80.4,86.0,83.1,-0.93,-0.88,-0.91
