LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
BR43,Rio Grande do Sul,Brazil,11507.83861,40.85035953,NA,335,2.579533113,2.735887754,4.164260623,365,2.526451838,2.679589035,4.078569045,NA,NA,NA,NA,NA,NA,NA
PE06,Cajamarca,Peru,1500.006301,45.03939131,NA,335,2.565521562,2.877418173,4.379682307,365,2.385323314,2.675312791,4.072060227,16.57412816,65.94748797,70.49058206,68.16363142,-2.925314819,-2.472148463,-2.70425806
MX09,Ciudad de Mexico,Mexico,10298.92046,6888.846188,6.225906895,335,2.472273318,2.568368987,3.909282397,365,2.554539584,2.65383289,4.039365937,9.448887983,69.2346227,75.77390885,72.42451838,-4.310791302,-3.70956415,-4.017509764
MX02,Baja California,Mexico,3605.789312,50.51421603,4.88103275,335,1.456447212,2.313216826,3.520918476,365,1.650124144,2.620826146,3.989126784,6.453419964,68.80412021,75.54894537,72.09427883,-4.149590788,-3.626652626,-3.894499001
BR35,Sao Paulo,Brazil,46446.15489,187.1172831,NA,335,2.518493267,2.671148067,4.065721152,365,2.399337475,2.54476982,3.873362399,NA,NA,NA,NA,NA,NA,NA
SWZ,Eswatini,Cntry/Terr,1160.164,67.451,9.42,335,0.979519262,2.486070974,3.784017618,365,0.970552439,2.46331271,3.749377548,10.26662409,54.58608955,63.04254174,58.71118818,-1.474413897,-1.722663971,-1.595511494
BR53,Distrito Federal,Brazil,3049.880335,529.4211456,NA,335,2.420687095,2.567413517,3.907828087,365,2.319107382,2.459676697,3.743843218,NA,NA,NA,NA,NA,NA,NA
MX15,Mexico (State),Mexico,17378.1873,777.5366683,4.499645556,335,1.597068998,2.368462643,3.605007444,365,1.633657153,2.422723091,3.687596596,6.909286481,69.12893368,74.64383496,71.81912943,-3.988200316,-3.16953504,-3.588851401
SUR,Suriname,Cntry/Terr,586.634,3.76,7.321,335,1.940872997,2.60234556,3.960997714,365,1.789872391,2.399882154,3.65283069,9.338738199,65.78019309,72.57887555,69.09662356,-2.804035291,-2.619252486,-2.713897337
BR42,Santa Catarina,Brazil,7247.032777,75.7022981,NA,335,2.215929049,2.350244359,3.577277622,365,2.220770969,2.355379765,3.585094159,NA,NA,NA,NA,NA,NA,NA
BR32,Espirito Santo,Brazil,4064.780182,88.22200692,NA,335,2.17118091,2.302783877,3.505038614,365,2.173057239,2.304773937,3.50806766,NA,NA,NA,NA,NA,NA,NA
BR31,Minas Gerais,Brazil,21411.78807,36.50642275,NA,335,2.254029687,2.390654412,3.63878526,365,2.14886304,2.279113242,3.469009835,NA,NA,NA,NA,NA,NA,NA
BR14,Roraima,Brazil,612.7145454,2.739680481,NA,335,2.256583921,2.393363467,3.642908678,365,2.139658688,2.269350981,3.45415082,NA,NA,NA,NA,NA,NA,NA
BR13,Amazonas,Brazil,4192.172931,2.688724518,NA,335,2.213841395,2.348030166,3.573907425,365,2.11608637,2.244349862,3.416096929,NA,NA,NA,NA,NA,NA,NA
MX26,Sonora,Mexico,3077.473585,17.10683613,5.602295604,335,1.612657367,2.118085268,3.223911165,365,1.703995129,2.23804948,3.406507196,7.624091603,68.85106658,75.51078929,72.09971181,-3.537777418,-3.06659871,-3.307934146
BWA,Botswana,Cntry/Terr,2351.625,4.149,5.802,335,1.100845636,2.410978933,3.66972096,365,1.013767076,2.220266841,3.379440463,6.96183969,63.96392073,70.1268176,66.97021189,-2.410976103,-2.149599987,-2.283475558
MKD,North Macedonia,Cntry/Terr,2083.38,82.608,10.017,335,2.655658722,2.12754817,3.238314531,365,2.752258349,2.204937768,3.356108272,13.11630692,70.86302999,75.59639908,73.17199052,-3.064397968,-2.388856322,-2.734865458
BRA,Brazil,Cntry/Terr,212559.409,25.431,6.417,335,2.15149234,2.281901913,3.473254438,365,2.067238529,2.19254118,3.33723958,8.867199545,68.87697847,76.29443584,72.49525036,-3.571887795,-3.409698264,-3.49277095
MX19,Nuevo Leon,Mexico,5360.736534,83.51926647,4.967488693,335,1.675159653,2.200065356,3.348692034,365,1.638953891,2.152514639,3.27631568,7.373354165,69.42351901,76.05845069,72.66007105,-3.500582992,-3.038454309,-3.275154366
PSE,State of Palestine,Cntry/Terr,5101.416,847.411,3.464,335,0.725312228,1.961562433,2.985669711,365,0.787232408,2.129021762,3.240557466,4.289927116,69.7050991,73.6882602,71.64810451,-2.854574166,-2.246934881,-2.558164759
TUN,Tunisia,Cntry/Terr,11818.618,76.072,6.258,335,1.908045652,2.163423017,3.292919188,365,1.862654331,2.111956414,3.214582512,8.262085955,71.66502345,76.26813657,73.91044448,-3.205340972,-2.625413879,-2.922449707
MNE,Montenegro,Cntry/Terr,628.062,46.696,10.703,335,2.819024854,2.070155769,3.150958272,365,2.851629298,2.094098898,3.187401811,13.73400218,71.56824403,76.87723317,74.15799483,-3.020894209,-2.540279098,-2.786447813
MX06,Colima,Mexico,749.7410318,133.2248054,4.954231387,335,1.794749064,2.176514381,3.312845388,365,1.707256167,2.070410662,3.151346243,8.04265184,69.69225492,75.20668965,72.38222308,-3.451935079,-2.758308354,-3.113580579
ZAF,South Africa,Cntry/Terr,59308.69,48.891,9.52,335,1.12749378,2.032334453,3.09339092,365,1.147218055,2.06788793,3.147506422,10.67474722,59.26249806,66.22058765,62.65668811,-1.582517356,-1.551751376,-1.567509561
GEO,Georgia,Cntry/Terr,3989.175,57.406,12.848,335,2.60809173,1.967636649,2.994915199,365,2.673986476,2.017349976,3.070583233,15.31570367,67.17794629,75.86340294,71.41475441,-2.287002185,-2.365182626,-2.325138986
COL,Colombia,Cntry/Terr,50882.884,45.861,5.525,335,1.826845138,2.039314916,3.104015795,365,1.792803254,2.001313817,3.046174797,7.652139379,70.93401003,77.06345643,73.92398389,-3.762924651,-3.095421788,-3.437313498
MX17,Morelos,Mexico,2047.959414,419.795341,5.493952095,335,1.825887397,2.087216315,3.176925916,365,1.743686899,1.993250925,3.033902369,8.590631425,69.4272532,75.17399185,72.23054035,-3.244307802,-2.632872148,-2.946046508
MX13,Hidalgo,Mexico,3072.136395,147.5537721,4.874263513,335,1.573609587,1.889398004,2.875829132,365,1.652595897,1.984235107,3.020179505,8.274912418,69.14849228,75.18804498,72.09461555,-3.180950721,-2.634045024,-2.914167454
BIH,Bosnia and Herzegovina,Cntry/Terr,3280.815,64.33,10.614,335,2.834788889,1.877259363,2.857353059,365,2.979137806,1.972850381,3.002850955,14.12757256,72.02487443,77.41780031,74.65556998,-3.033536511,-2.563278249,-2.804142236
MX21,Puebla,Mexico,6612.709445,192.7810566,5.368843957,335,1.612733389,2.026709569,3.084829353,365,1.556548051,1.95610189,2.977358285,7.983654541,68.63141155,75.16971769,71.82082918,-3.110262452,-2.660164306,-2.890702381
BGR,Bulgaria,Cntry/Terr,6948.445,64.006,15.382,335,3.273621953,1.850463489,2.816567394,365,3.446814359,1.948363073,2.965579129,19.04294629,69.17897938,76.44550774,72.72362736,-2.513532698,-2.321830967,-2.420019658
MX01,Aguascalientes,Mexico,1360.852057,242.3128719,4.368791118,335,1.248997996,1.817687719,2.766679802,365,1.327109726,1.931365027,2.939706616,6.594635135,69.75232848,76.1453335,72.87086752,-3.21236552,-2.739693498,-2.981793802
MX14,Jalisco,Mexico,8442.703892,107.3904182,5.330797877,335,1.487846539,1.83276533,2.789629246,365,1.496084686,1.842913279,2.805075313,7.795660981,69.47859916,76.03087572,72.67483163,-2.993723837,-2.579179277,-2.791506978
MX31,Yucatan,Mexico,2269.236978,57.43943112,5.712891898,335,1.626715509,1.865443996,2.839369036,365,1.600978671,1.83593015,2.79444638,8.574127305,68.78874379,75.36554638,71.99694018,-2.895534209,-2.489685619,-2.697559287
JOR,Jordan,Cntry/Terr,10203.14,114.926,3.858,335,0.830154159,1.783112177,2.714052802,365,0.852580676,1.831282743,2.78737262,4.835434618,70.44274588,74.45379441,72.39935492,-2.527490063,-1.998065171,-2.269234018
BR17,Tocantins,Brazil,1590.920967,5.733735278,NA,335,1.838154295,1.949571339,2.967418216,365,1.725415691,1.829999249,2.785419029,NA,NA,NA,NA,NA,NA,NA
MX25,Sinaloa,Mexico,3215.595895,55.99895444,5.588271531,335,1.558296163,1.8961534,2.886111437,365,1.498944568,1.823933669,2.776186686,7.943558892,69.20369508,75.76869954,72.40613628,-2.93035792,-2.522396458,-2.731352329
MEX,Mexico (Country),Cntry/Terr,128932.753,66.325,5.974,335,1.420900259,1.794805987,2.731851804,365,1.440882907,1.820047011,2.770270851,7.67394757,69.37178067,75.50569956,72.36393623,-2.985104687,-2.493280956,-2.745190672
HUN,Hungary,Cntry/Terr,9660.35,106.709,12.528,335,2.817845434,1.684040122,2.563256463,365,3.022354263,1.806261543,2.749288163,15.97627608,70.76788533,77.84885103,74.22201494,-2.596220654,-2.519157782,-2.558629009
MX11,Guanajuato,Mexico,6295.742217,205.6362575,4.945344574,335,1.323749415,1.704257793,2.594029528,365,1.402535189,1.805690337,2.748418737,7.526688087,69.21856956,75.75288777,72.40604185,-2.947133441,-2.529005235,-2.743168462
BLZ,Belize,Cntry/Terr,397.621,17.432,4.702,335,0.904258675,1.547243813,2.355040507,365,1.041192492,1.781546238,2.711669306,5.991703485,68.7884591,75.35035921,71.98938599,-2.992194272,-2.562483745,-2.782579381
MX05,Coahuila de Zaragoza,Mexico,3150.456468,20.74787105,5.309652084,335,1.173087529,1.583708051,2.410542269,365,1.30615993,1.763360317,2.683988742,6.974020778,69.78541089,76.3422967,72.98389177,-2.915665113,-2.517899298,-2.721633008
MX18,Nayarit,Mexico,1255.449391,45.12762574,5.470151957,335,1.575162908,1.786321959,2.718938372,365,1.534112019,1.739767978,2.648079138,8.361065087,69.98060331,75.55044456,72.69759904,-2.918595689,-2.34644544,-2.639498007
SVK,Slovakia,Cntry/Terr,5459.643,113.534,9.869,335,2.450655014,1.716319555,2.612388585,365,2.470491202,1.730211857,2.633533884,12.78402,71.52040459,78.61153716,74.97949365,-2.641249746,-2.440321129,-2.543235787
BR23,Ceara,Brazil,9236.905347,62.03660315,NA,335,1.730302649,1.835182423,2.793308273,365,1.624137028,1.722581728,2.62192016,NA,NA,NA,NA,NA,NA,NA
US40,Oklahoma,U.S.A.,3989.492189,22.42832529,10.29,335,2.573746184,1.740631325,2.649393227,365,2.525885381,1.708262938,2.600125709,13.19609303,70.85473698,76.2215361,73.47268777,-2.89551953,-2.473834544,-2.689819536
BR28,Sergipe,Brazil,2325.082788,106.0450547,NA,335,1.667775633,1.768865423,2.692367995,365,1.601233306,1.69828973,2.584945613,NA,NA,NA,NA,NA,NA,NA
MX04,Campeche,Mexico,945.7852605,16.4446194,4.644710076,335,1.293705046,1.705735287,2.596278402,365,1.236009958,1.629664973,2.480492727,7.322881383,69.26316081,75.58647584,72.34770472,-2.648182195,-2.241872162,-2.449982179
ARG,Argentina,Cntry/Terr,45195.777,16.515,7.612,335,1.768132439,1.677732686,2.553655992,365,1.709982771,1.622556051,2.469672325,9.440772629,70.89193073,77.67362996,74.2000767,-2.512319826,-2.432889691,-2.473573419
US01,Alabama,U.S.A.,4944.685616,37.61844948,10.92,335,2.488171106,1.617247199,2.461591788,365,2.496215322,1.622475732,2.469550073,13.89786228,70.30476568,76.23024703,73.19524439,-2.622744811,-2.308812155,-2.46960693
MX08,Chihuahua,Mexico,3832.828236,15.52724882,7.576475907,335,1.102961684,1.511623814,2.300823752,365,1.182938478,1.621233085,2.467658656,6.840693013,69.68855715,76.27710727,72.90248404,-2.703063852,-2.336733728,-2.52436623
BR25,Paraiba,Brazil,4064.251178,71.97537961,NA,335,1.570155776,1.66532848,2.534775706,365,1.52623441,1.618744885,2.463871397,NA,NA,NA,NA,NA,NA,NA
ARM,Armenia,Cntry/Terr,2963.234,104.083,9.905,335,1.744322528,1.570650527,2.390667575,365,1.792973488,1.614457596,2.457345767,11.31986465,69.33574724,76.63656607,72.89712228,-2.128616227,-1.961129679,-2.046915472
MX29,Tlaxcala,Mexico,1345.007655,336.5002364,4.731028022,335,1.271002032,1.627125652,2.476627657,365,1.257241915,1.609510071,2.449815201,7.395287097,69.74081128,75.83385342,72.71302696,-2.702494724,-2.250488577,-2.482003921
BHS,Bahamas,Cntry/Terr,393.248,39.286,6.714,335,1.388095227,1.725480536,2.6263324,365,1.29180568,1.605787207,2.444148677,8.404823259,69.44068303,74.40200501,71.86084009,-2.271440829,-1.790499488,-2.036835297
MX24,San Luis Potosi,Mexico,2972.709603,48.63459322,5.140169204,335,1.331560701,1.51095435,2.299804769,365,1.382577025,1.568843816,2.387917602,8.406800713,69.68675588,75.45534816,72.50070333,-2.584219121,-2.103775843,-2.349856547
US13,Georgia (USA),U.S.A.,10628.51002,70.85224615,7.97,335,2.006779369,1.548103727,2.356349372,365,1.962833922,1.514202586,2.304748868,10.43134243,72.44029877,77.92755349,75.11700839,-2.816000321,-2.382487644,-2.604530723
MDA,Republic of Moldova,Cntry/Terr,4033.963,122.799,11.621,335,1.656761213,1.496142694,2.277260132,365,1.674779863,1.512414485,2.302027221,13.6409613,66.20629731,74.60439349,70.30292959,-1.515419656,-1.624417915,-1.568589538
GUY,Guyana,Cntry/Terr,786.559,3.996,7.422,335,1.149727304,1.59513401,2.427933578,365,1.071756855,1.48695765,2.26327969,8.673592127,64.70779815,71.28032504,67.91390883,-2.273764231,-1.926842703,-2.104534217
GUF,French Guiana,Cntry/Terr,298.682,3.634,2.924,335,0.933853976,1.602542112,2.439209359,365,0.860446897,1.476571737,2.247471423,3.969361175,74.59638135,80.56929175,77.50999618,-2.646754542,-2.596162807,-2.622075647
US28,Mississippi,U.S.A.,3019.797921,24.85299475,10.82,335,1.983695057,1.379772401,2.10013436,365,2.121333999,1.47550809,2.245852458,13.17225182,69.96464343,76.22575666,73.01884501,-2.299950428,-2.085591763,-2.195385226
BR16,Amapa,Brazil,855.4391669,6.004313832,NA,335,1.373022605,1.45624637,2.216534434,365,1.384084393,1.467978652,2.234391994,NA,NA,NA,NA,NA,NA,NA
US48,Texas,U.S.A.,28999.32054,42.74928027,7,335,1.723937458,1.418388093,2.158910822,365,1.767455204,1.454192787,2.213408701,9.066179845,73.64474123,78.97369709,76.24423189,-2.933889445,-2.514197819,-2.729161823
BR22,Piaui,Brazil,3310.800453,13.15080348,NA,335,1.431871796,1.518662619,2.311537428,365,1.370665513,1.453746405,2.212729269,NA,NA,NA,NA,NA,NA,NA
ECU,Ecuador,Cntry/Terr,17643.06,71.038,5.099,335,1.1866896,1.528170318,2.326008979,365,1.113072222,1.43336887,2.181712877,6.384810062,71.70852481,77.60474933,74.58473189,-2.7888418,-2.392286937,-2.595400404
LBN,Lebanon,Cntry/Terr,6825.442,667.199,4.308,335,1.158442281,1.478214774,2.249972267,365,1.121978621,1.431685808,2.179151109,5.789095895,74.70255263,78.80120681,76.70189613,-2.571975342,-2.164243676,-2.373081846
BR24,Rio Grande do Norte,Brazil,3547.108252,67.16786564,NA,335,1.383170003,1.467008837,2.232915852,365,1.348986177,1.430753009,2.177731307,NA,NA,NA,NA,NA,NA,NA
MX27,Tabasco,Mexico,2555.913904,103.3279274,4.983465134,335,1.029908795,1.466939802,2.232810774,365,0.995729941,1.418257509,2.158712063,6.608215622,69.68780706,76.22104077,72.87475034,-2.348496936,-2.021866229,-2.189164883
ROU,Romania,Cntry/Terr,19237.682,83.58,13.026,335,2.308611212,1.400356858,2.131465706,365,2.32112164,1.407945431,2.143016178,15.58674771,70.68935682,77.74119918,74.12927992,-2.051858028,-1.870492755,-1.963387163
MX28,Tamaulipas,Mexico,3689.7431,45.94464224,5.262265822,335,1.085198717,1.394441019,2.122461281,365,1.072161365,1.377688495,2.096962473,7.182328307,69.93011012,76.41867825,73.09526531,-2.296401876,-1.971402747,-2.137865716
TTO,Trinidad and Tobago,Cntry/Terr,1399.491,272.805,8.316,335,1.581203878,1.488543736,2.265693852,365,1.455529189,1.37023371,2.085615637,10.25999192,68.90654016,74.62864667,71.69781163,-2.057680497,-1.706932572,-1.886583948
HND,Honduras,Cntry/Terr,9904.608,88.521,4.437,335,0.799953303,1.454291021,2.213558222,365,0.753588633,1.370001447,2.085262113,5.327663699,70.62037769,75.59594359,73.04748301,-2.505012432,-2.113512728,-2.314036967
IRN,Iran (Islamic Republic of),Cntry/Terr,83992.953,51.575,4.879,335,0.967798142,1.365595506,2.078555885,365,0.958199434,1.352051407,2.057940581,5.887599025,73.55823882,76.50243862,74.99443384,-2.174608876,-1.538203612,-1.864167284
CZE,Czechia,Cntry/Terr,10708.982,138.646,10.497,335,2.186331816,1.29461896,1.970523369,365,2.28107583,1.350720873,2.055915391,13.19889453,74.4546046,79.97690105,77.14840775,-2.441011308,-2.076678185,-2.263287834
US04,Arizona,U.S.A.,7262.285795,24.67367208,8.23,335,2.016837558,1.267006192,1.92849432,365,2.132386474,1.339595674,2.038981865,10.78554573,74.09535125,79.9087321,76.93114679,-3.010336745,-2.603465475,-2.811862955
BR29,Bahia,Brazil,15043.79227,26.6374759,NA,335,1.316693248,1.396502691,2.125599325,365,1.261184658,1.337629528,2.035989219,NA,NA,NA,NA,NA,NA,NA
BR12,Acre,Brazil,892.0587535,5.435274239,NA,335,1.286124376,1.364080931,2.076250569,365,1.253280679,1.329246461,2.023229457,NA,NA,NA,NA,NA,NA,NA
US56,Wyoming,U.S.A.,584.6326195,2.324575586,8.23,335,1.845016307,1.215458864,1.850034775,365,1.987572984,1.309372276,1.992979208,10.69652225,74.09745393,79.0362079,76.50660221,-2.764529001,-2.381336319,-2.577605741
US32,Nevada,U.S.A.,3070.509339,10.7965868,8.22,335,1.73660721,1.209119702,1.840386015,365,1.877864342,1.307470544,1.990084605,10.65794352,73.35375658,78.78117402,76.00127728,-2.620471881,-2.247881434,-2.438720444
BHR,Bahrain,Cntry/Terr,1701.583,2238.925,2.382,335,0.667210141,1.405577353,2.139411755,365,0.61883552,1.303669022,1.984298356,3.084826389,74.36198141,76.97419357,75.63623125,-2.196982805,-1.571907733,-1.892068136
US21,Kentucky,U.S.A.,4519.892634,43.92223863,10.82,335,2.005595124,1.322964215,2.013667328,365,1.975489403,1.303105375,1.983440436,13.47931622,70.81447609,76.18203969,73.4327998,-2.128334342,-1.817148342,-1.976536293
MX16,Michoacan de Ocampo,Mexico,4992.690384,85.1423756,5.553158937,335,1.188041303,1.322122858,2.012386709,365,1.169109148,1.301054032,1.980318113,8.304846791,70.2681164,75.42133392,72.78188104,-2.253335605,-1.75605808,-2.010761202
MX32,Zacatecas,Mexico,1713.503297,22.75984007,5.616944886,335,1.048537021,1.152050786,1.75352213,365,1.18295658,1.299740525,1.97831884,8.288943515,69.87048129,76.29710834,73.00542132,-2.184518706,-1.864706661,-2.02851283
US05,Arkansas,U.S.A.,3049.575428,22.61036639,10.85,335,1.783184365,1.150427283,1.751051017,365,2.004213421,1.293024909,1.968097084,13.20674731,71.32196392,76.85985497,74.02337419,-2.226423609,-1.910156572,-2.072147006
MYS,Malaysia,Cntry/Terr,32365.998,98.512,5.054,335,1.008355984,1.383461492,2.10574948,365,0.928412589,1.273779386,1.938803713,6.328812597,72.08913805,76.83766376,74.40549205,-2.262040299,-1.600726511,-1.939448207
BR27,Alagoas,Brazil,3375.666603,121.2380432,NA,335,1.246847155,1.322422978,2.012843519,365,1.18672857,1.258660393,1.915791283,NA,NA,NA,NA,NA,NA,NA
MX10,Durango,Mexico,1858.666308,15.02473172,5.646890811,335,0.907439307,1.143739503,1.74087163,365,0.987805069,1.245032775,1.895048856,7.212789999,70.00895578,76.46963673,73.16050746,-2.105417222,-1.803025266,-1.957908951
