"","LocID","Location","Time","PopM.0","PopM.1-4","PopM.5-14","PopM.15-24","PopM.25-34","PopM.35-44","PopM.45-54","PopM.55-64","PopM.65-74","PopM.75-84","PopM.85+","PopF.0","PopF.1-4","PopF.5-14","PopF.15-24","PopF.25-34","PopF.35-44","PopF.45-54","PopF.55-64","PopF.65-74","PopF.75-84","PopF.85+"
"272","BR17","Tocantins","2020",10.9896299927967,44.4311421706864,112.929252188037,126.78054949751,128.029137023921,121.985791071374,96.4956725025479,74.3350158864938,43.0060753923519,17.9813414202169,4.69587196460575,10.4980418310267,42.4213863605415,108.197543985329,122.980763115727,127.199282617157,124.932236389092,102.771362719799,83.3386611410363,52.3336015014053,25.4992123510517,9.08939625285856
"282","CN12","Anhui","2020",386.396059797824,1629.72534183924,4157.29268820927,4098.65073227757,5349.8322895856,4563.85171618474,5601.76839601633,4030.54968391357,2628.15584240559,865.784027056485,167.954229745036,344.350927486055,1445.91418353957,3597.56649300079,3588.27741997393,4932.41768810241,4341.44642495352,5431.26197046441,3962.70382338484,2773.07609343677,1071.86727396294,305.355759184459
"292","CN01","Beijing","2020",130.740985360433,551.433928105832,1406.6617107136,1386.81961629373,1810.16945519437,1544.22503874677,1895.41456566434,1363.77694300186,889.262909918574,292.946716035135,56.8289995084525,116.514592806309,489.239577653822,1217.27273420102,1214.12968310145,1668.93303489987,1468.97197602103,1837.72200508645,1340.82061507555,938.298131521019,362.6770512278,103.320186189652
"302","CN22","Chongqing","2020",189.616916558028,799.758398979861,2040.11661293839,2011.33912780948,2625.33397308599,2239.62814347488,2748.96708594958,1977.91976320233,1289.72020918553,424.867939133594,82.4205173929459,168.9840241072,709.556379104244,1765.441049974,1760.88260446097,2420.49526510084,2130.486747024,2665.29412436865,1944.62562743548,1360.83721581786,525.999585903272,149.847846637174
"314","CN13","Fujian","2020",241.148530564995,1017.10631214692,2594.55291395781,2557.95465902275,3338.81302018907,2848.2850877163,3496.04552896212,2515.45301510974,1640.22355668825,540.333009659977,104.81969129391,214.908299544784,902.390363054149,2245.22960676911,2239.43232635193,3078.3059181324,2709.48266514928,3389.63302052389,2473.11063309896,1730.66781640344,668.948897181082,190.571541193819
"322","CN28","Gansu","2020",160.664525649519,677.644200416034,1728.61353215362,1704.23004843524,2224.47472047331,1897.66187444879,2329.23043422168,1675.91344852643,1092.79430016456,359.995337671774,69.835822515726,143.182046034494,601.215024164191,1495.8778678877,1492.01544622541,2050.91260138346,1805.18515344831,2258.33340179379,1647.702956409,1153.05253209663,445.685308542241,126.967749695454
"332","CN19","Guangdong","2020",699.288250853084,2949.42910199967,7523.74631807399,7417.6178269824,9681.96949549415,8259.52491708519,10137.9160682539,7294.37054796863,4756.35932459234,1566.87052713129,303.958636646649,623.196204141822,2616.77306135083,6510.7702742479,6493.95918245674,8926.54479808795,7857.02234713941,9829.33854252598,7171.58510041105,5018.63174245759,1939.83394020218,552.623892799897
"342","CN20","Guangxi","2020",301.056307979455,1269.78286137648,3239.10960312881,3193.41935785372,4168.26392653858,3555.87566953759,4364.55721712865,3140.35916308692,2047.69917975679,674.566254194183,130.859720316585,268.297298198371,1126.56838679803,2803.00499611749,2795.76751540538,3843.03985752246,3382.59099399457,4231.70898107186,3087.49779516004,2160.61222485806,835.133785557052,237.914634865679
"352","CN24","Guizhou","2020",219.904637864832,927.504698944954,2365.98671212413,2332.61256723871,3044.68149311477,2597.36644168038,3188.06266081796,2293.85509029514,1495.7286548909,492.732568335791,95.5856384489895,195.976030518689,822.894609953481,2047.43691551082,2042.15034441809,2807.12367012175,2470.79176839563,3091.02452387567,2255.24284513404,1578.20526021386,610.018085700241,173.783210104507
"362","CN21","Hainan","2020",57.3585102904405,241.924355645316,617.128744950952,608.423647816888,794.155123100596,677.48034429698,831.553743989229,598.314396999423,390.136234852856,128.521191575303,24.9319426812849,51.1171263704559,214.638533371802,534.040266397384,532.661351221389,732.192069628775,644.465421234853,806.242940950183,588.243027505289,411.648901711868,159.113190998269,45.3284939411425
"372","CN03","Hebei","2020",460.810381084682,1943.58699265528,4957.92744091813,4887.99188806964,6380.13301013728,5442.7838877277,6680.58838557272,4806.77555769272,3134.30084127289,1032.52157295206,200.299797710386,410.667961274604,1724.37645011505,4290.40603437983,4279.32801954792,5882.3303625626,5177.54653758201,6477.24487586644,4725.86356065625,3307.1306474037,1278.29348789297,364.162884657306
"382","CN08","Heilongjiang","2020",227.673832909463,960.27328891596,2449.57663736616,2415.02338937687,3152.2495944448,2689.1309750878,3300.69639545354,2374.89661708448,1548.57250469107,510.140729734351,98.9626634894175,202.899831762518,851.967342516011,2119.77252831385,2114.29918352532,2906.29889225136,2558.08443920839,3200.22991693559,2334.92020758978,1633.96299504891,631.56992532752,179.92294261717
"393","CN16","Henan","2020",585.117501798779,2467.88443219138,6295.36624479067,6206.56504228021,8101.22263141772,6911.01642224644,8482.72813974197,6103.43998632216,3979.8024380757,1311.05215532902,254.332198357234,521.448781175867,2189.54017111553,5447.77583922834,5433.70944526369,7469.13391663639,6574.22927058622,8224.53116482514,6000.70135994814,4199.25440476445,1623.12292192943,462.398604859909
"402","CN17","Hubei","2020",359.750148668191,1517.33931842306,3870.60536648073,3816.0073657256,4980.90731705527,4249.12804301397,5215.46988425837,3752.60257250326,2446.91795129405,806.079473509863,156.372089176694,320.60445290761,1346.20379607902,3349.47794596539,3340.82944834833,4592.27766845476,4042.05984302537,5056.72159895421,3689.43536933741,2581.8444872447,997.951198991259,284.298395332436
"414","CN18","Hunan","2020",419.900713427796,1771.03988608921,4517.77424081554,4454.04740274839,5813.71972657135,4959.58626650424,6087.50137663226,4380.0412681926,2856.04494466885,940.856723087773,182.517650231882,374.209820350067,1571.29034271548,3909.51382321387,3899.41928862388,5360.11083353636,4717.89606783356,5902.21022803531,4306.31244897523,3013.53132491291,1164.80958235558,331.833355645316
"422","CN05","Inner Mongolia","2020",154.169964166898,650.251707237147,1658.73757902161,1635.33975180412,2134.55451076774,1820.95245980352,2235.07567167475,1608.16779722596,1048.62014447223,345.443202752666,67.0128406459932,137.394180932231,576.912036787701,1435.40981656016,1431.70352603421,1968.00831413448,1732.21393644077,2167.04451853277,1581.09766123115,1106.44255063296,427.669317603813,121.83531704815
"432","CN10","Jiangsu","2020",489.823468829476,2065.95719582826,5270.08356799385,5195.74480199184,6781.8326385416,5785.46706717104,7101.20498835246,5109.41500929666,3331.63959287042,1097.53017567481,212.910875595734,436.524031544528,1832.94493577825,4560.53433844115,4548.758840589,6252.68783270287,5503.53010514842,6885.05876557458,5023.40871107692,3515.35093842833,1358.77613900109,387.090948259281
"442","CN14","Jiangxi","2020",283.211438111318,1194.51750628682,3047.11399358851,3004.13200075513,3921.19344379617,3345.10400686742,4105.85160788756,2954.21690624265,1926.32346224701,634.581883481866,123.103115926852,252.394192216452,1059.79195419347,2636.85913546052,2630.05065058095,3615.24676919351,3182.09064072151,3980.87784388736,2904.4888532695,2032.54367765881,785.631903913146,223.812436750657
"452","CN07","Jilin","2020",163.335186446111,688.908403218568,1757.34756895557,1732.55876854523,2261.45125530551,1929.20593280759,2367.94828050266,1703.77147336026,1110.95937353337,365.979393152529,70.9966748733731,145.56210271206,611.208775982561,1520.74323478874,1516.81660966853,2085.00408399051,1835.1920090402,2295.87275565814,1675.09204975316,1172.21925344618,453.093753414118,129.078282746682
"463","CN06","Liaoning","2020",264.152631517457,1114.1320590142,2842.05745822915,2801.96795269746,3657.31544522095,3119.99413585234,3829.54697760965,2755.41191083755,1796.69089320596,591.877487551025,114.818851374552,235.409242290184,988.472907126014,2459.41083530309,2453.06052964601,3371.9575524068,2967.95080763395,3712.98336403724,2709.03032349526,1895.76298439159,732.762547327478,208.750905430532
"473","CN30","Ningxia","2020",42.1843012188954,177.923203358196,453.867172212605,447.465010828293,584.061175190386,498.25273998561,611.565981029115,440.030164988994,286.925590711889,94.5208763437413,18.3361906491989,37.5940770661025,157.855852585611,392.759772641462,391.745649840069,538.490463906877,473.971923553675,592.951157630029,432.623178958917,302.747075862167,117.01975422624,33.3368288773482
"482","CN29","Qinghai","2020",36.9036764619977,155.650802362278,397.05214489966,391.451405156262,510.948481317632,435.881533685253,535.010239518996,384.947252249364,251.008286550832,82.6887666431579,16.040868942033,32.8880559081875,138.095479672017,343.594160814402,342.70698575937,471.082305115656,414.640186360625,518.725617034615,378.467471664779,264.849240466471,102.371238229574,29.1637294351478
"492","CN27","Shaanxi","2020",234.532575409801,989.201809749738,2523.37086824389,2487.77669329572,3247.21205890022,2770.14185223654,3400.13086431151,2446.4410899532,1595.22371584279,525.508872219016,101.94394340792,209.012250048086,877.633114231369,2183.63131149153,2177.99308054968,2993.85201803766,2635.14750016029,3296.6378029963,2405.26037913274,1683.18662033297,650.596158748477,185.343175226005
"502","CN15","Shandong","2020",611.217141401837,2577.96641412522,6576.17614990062,6483.41389790059,8462.58422182328,7219.287901662,8861.10709203337,6375.68886538009,4157.32474599816,1369.5326975273,265.676891852422,544.708425979355,2287.20638206778,5690.77828848853,5676.08445163956,7802.30067847805,6867.47808659785,8591.39303213581,6268.3674994479,4386.56554522593,1695.52363317732,483.024268769635
"514","CN09","Shanghai","2020",147.371918502846,621.579191012517,1585.59639443483,1563.23028243323,2040.43242210397,1740.65849307203,2136.52115386862,1537.25646128529,1002.38177589707,330.211061528926,64.0579437356187,131.33585484388,551.473395795488,1372.11615535751,1368.57329181538,1881.22999477107,1655.8328494796,2071.48979960534,1511.37996908237,1057.65453265229,408.811457929944,116.46305109957
"521","CN04","Shanxi","2020",226.338502511167,954.641187514693,2435.20961896519,2400.85902932188,3133.7613270287,2673.3589459084,3281.33747231305,2360.96760466756,1539.48996800667,507.148701993973,98.3822373105939,201.709803423735,846.970466606826,2107.33984486333,2101.89860180377,2889.25315094783,2543.08101141245,3181.46024000342,2321.2256609177,1624.37963437413,627.865702891582,178.867676091556
"531","CN23","Sichuan","2020",508.336003896761,2144.03860161854,5469.26268673463,5392.11433911792,7038.14725499206,6004.12474443091,7369.5900591638,5302.52177234938,3457.5565787224,1139.01056025731,220.957693074879,453.022151695839,1902.2198063374,4732.89654082338,4720.67599627421,6489.00379168359,5711.53217231946,7145.27474122516,5213.26492630349,3648.21116596496,1410.13013186297,401.72077963711
"541","CN02","Tianjin","2020",94.8084582790138,399.87919948993,1020.05830646919,1005.66956390474,1312.666986543,1119.81407173744,1374.48354297479,988.959881601163,644.860104592764,212.433969566797,41.210258696473,84.4920120536,354.778189552122,882.720524986999,880.441302230486,1210.24763255042,1065.243373512,1332.64706218432,972.312813717738,680.418607908928,262.999792951636,74.9239233185869
"551","CN31","Xinjiang","2020",153.138117950033,645.899628881623,1647.6357920754,1624.3945644889,2120.26812230985,1808.76498271035,2220.11650379346,1597.40446944925,1041.60182067064,343.13118131692,66.5643295078113,136.474613579535,573.05081449424,1425.80274298476,1422.12125834028,1954.8366049454,1720.62037859845,2152.540677267,1570.51551153,1099.03722647518,424.806963903315,121.019883823812
"561","CN26","Tibet (Xizang)","2020",21.3045895364493,89.8576178111175,229.219248124639,225.985926331987,294.971902865936,251.635556453164,308.862819195999,222.231061742643,144.907744373918,47.7364425851125,9.26043585304866,18.9863612233122,79.7228838238123,198.357813233314,197.845644739373,271.957054433545,239.372870744374,299.461663781496,218.490267359108,152.898163492979,59.0991852279285,16.8362977495672
"571","CN25","Yunnan","2020",294.865230678264,1243.67039124333,3172.49888145156,3127.74823396237,4082.54559579121,3482.75080697855,4274.80220984092,3075.77919642666,2005.58923694728,660.694125579706,128.168653487494,262.779894082195,1103.40105303727,2745.36255466507,2738.27390924181,3764.00960238792,3313.02964694065,4144.68593347724,3024.00489695312,2116.18027991138,817.959663354064,233.022035519651
"581","CN11","Zhejiang","2020",355.076492274155,1497.62696351863,3820.32080207732,3766.43210553311,4916.19838109893,4193.92594088607,5147.71365326665,3703.85102904405,2415.12907289863,795.607376418542,154.340597550811,316.43935372187,1328.71473039687,3305.96355388857,3297.42741232288,4532.61757389241,3989.54784573956,4991.02772969161,3641.50445598513,2548.30272488299,984.986420465474,280.604962492787
