Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
Maryland,U.S.A.,6109.605046,241.3308835,8.25,244,1.008513448,0.763852357,1.046118591,365,1.020687909,0.773073345,1.058747009,9.653483124,74.97953904,80.54795205,77.69583807,-1.411746165,-1.254549851,-1.335065036
Massachusetts,U.S.A.,6985.561015,344.1112208,8.57,244,1.24694856,0.86208799,1.180655222,365,1.312564586,0.907452162,1.242782808,10.24282875,75.7174075,81.23967145,78.41119479,-1.664985805,-1.456291901,-1.563183901
Michigan,U.S.A.,10114.52751,68.74280431,9.8,244,1.261407918,0.865572023,1.185426708,365,1.458891677,1.001084425,1.371014986,11.7855821,73.93541687,79.11296202,76.46104865,-1.622750893,-1.382295944,-1.505455796
Minnesota,U.S.A.,5677.123817,27.5312287,9.96,244,0.664537899,0.475766306,0.65157615,365,1.05951538,0.758544726,1.038849632,9.396776585,76.96435565,81.68947135,79.26929014,-1.466715326,-1.244156852,-1.358150217
Mississippi,U.S.A.,3019.797921,24.85299475,10.82,244,1.794211361,1.40173523,1.919718216,365,1.944832122,1.519408339,2.080875049,12.97942562,70.33822986,76.54850733,73.3676335,-1.926364001,-1.7628411,-1.846596732
Missouri,U.S.A.,6200.299778,34.74608441,10.12,244,1.291720991,0.897380972,1.228990013,365,1.526055245,1.060177042,1.451944087,11.97310135,73.32977207,78.74244662,75.97010112,-1.66890798,-1.462540226,-1.568240783
Montana,U.S.A.,1076.137213,2.854544268,9.71,244,1.166265287,0.764443447,1.046928106,365,1.569502457,1.02875039,1.40890435,11.48643602,74.78893219,79.54463607,77.10878774,-1.82528982,-1.48134931,-1.657513961
Nebraska,U.S.A.,1952.140757,9.804175498,8.79,244,0.514179112,0.368258029,0.504340358,365,0.982511119,0.7036801,0.96371089,10.04515344,76.18220289,80.71719409,78.39439372,-1.283066948,-1.07942296,-1.183728418
Nevada,U.S.A.,3070.509339,10.7965868,8.22,244,1.650577866,1.297983026,1.777626477,365,1.676269124,1.318186142,1.805295247,10.44431673,73.769961,79.11555201,76.37756637,-2.204267462,-1.913503447,-2.062431357
New Hampshire,U.S.A.,1372.566998,59.08418595,9.31,244,0.717125852,0.460474129,0.630633057,365,0.717633457,0.460800067,0.631079439,10.76265907,75.50841493,81.20684729,78.28813803,-0.819842694,-0.729496707,-0.775771481
New Jersey,U.S.A.,9008.043313,468.8075501,8.31,244,1.301933,0.904265613,1.238418735,365,1.211250837,0.841281756,1.152160464,10.0896475,76.03698717,81.10390873,78.50865623,-1.595357304,-1.360473575,-1.480779875
New Mexico,U.S.A.,2121.624299,6.749585789,8.94,244,1.439055561,1.001690482,1.371844998,365,1.756672942,1.222775974,1.674628176,11.22547916,73.09149602,79.22852809,76.0851702,-2.1329152,-1.917485459,-2.027827521
New York,U.S.A.,19779.54009,161.7168556,7.83,244,1.230555183,0.850689413,1.16504453,365,1.075758076,0.743677341,1.018488305,9.646520609,76.57191571,81.78151353,79.11318294,-1.479025996,-1.318704789,-1.400820529
North Carolina,U.S.A.,10501.12334,83.22349013,9.07,244,1.099726218,0.824218987,1.128792492,365,1.110833539,0.832543663,1.140193385,10.62760379,74.18039206,79.37036118,76.71208432,-1.373010573,-1.178890814,-1.278318008
North Dakota,U.S.A.,769.9672239,4.308829918,8.49,244,0.58284363,0.407972688,0.558730768,365,1.872806991,1.310907529,1.79532697,10.77667856,75.0078626,80.13998472,77.51133681,-2.420936818,-2.05871641,-2.244243936
Ohio,U.S.A.,11827.21457,111.5068049,10.61,244,1.505613431,1.029534553,1.409978285,365,1.406924673,0.962051437,1.317558144,12.33929773,73.0842544,78.51317863,75.73251012,-1.473707354,-1.274859178,-1.376708243
Oklahoma,U.S.A.,3989.492189,22.42832529,10.29,244,1.995914279,1.500204616,2.054574978,365,1.748844131,1.314497354,1.800243342,12.40159079,71.86156075,77.0737798,74.40410663,-1.888695758,-1.621590841,-1.758400677
Oregon,U.S.A.,4244.225318,17.0693214,8.84,244,0.606576355,0.420240041,0.575531274,365,0.642755696,0.445305325,0.609858927,9.894488872,76.44621412,81.16204167,78.74661781,-0.825440177,-0.69709925,-0.762834847
Pennsylvania,U.S.A.,12966.16963,111.6976917,10.59,244,1.417661489,0.89319444,1.223256433,365,1.581885829,0.996663618,1.364960558,12.5640968,73.91550972,79.51828672,76.64857167,-1.616796049,-1.432137578,-1.526718746
Rhode Island,U.S.A.,1070.329255,395.4661943,9.59,244,1.387825588,0.901026329,1.233982438,365,1.602310684,1.040277773,1.424691446,11.36905734,75.37273991,80.45622368,77.85248809,-1.864423521,-1.616169828,-1.743324159
South Carolina,U.S.A.,5145.408473,65.97709479,9.84,244,1.541426795,1.110516596,1.520885608,365,1.514165501,1.090876273,1.493987601,11.86144499,72.70826372,78.45254187,75.51035062,-1.669337881,-1.457875454,-1.566185478
South Dakota,U.S.A.,893.1318086,4.543567597,9.19,244,0.976463549,0.657506047,0.900474148,365,2.129584885,1.433965396,1.96385839,11.661483,74.25373947,79.80804494,76.96315677,-2.4303475,-2.206635247,-2.321219571
Tennessee,U.S.A.,6847.751908,64.1424515,10.44,244,1.435444771,1.073518455,1.47021555,365,1.703186704,1.273753191,1.744442996,12.4576494,71.9533605,77.30469366,74.56376692,-1.811813668,-1.545663528,-1.681984331
Texas,U.S.A.,28999.32054,42.74928027,7,244,1.501095091,1.40134896,1.919189207,365,1.50858707,1.408343104,1.928767897,8.796208939,74.19852109,79.42431927,76.74769094,-2.380109583,-2.063575636,-2.22570278
Utah,U.S.A.,3194.496883,15.01064012,5.81,244,0.639194782,0.677779357,0.92823905,365,0.694945114,0.736895021,1.009199716,6.919365156,76.22478026,80.39564728,78.25934954,-1.359607402,-1.041155161,-1.204264845
Vermont,U.S.A.,634.3248119,26.47896592,9.63,244,0.330156137,0.207691274,0.284439396,365,0.34367251,0.216194016,0.296084155,10.49336239,76.44374541,81.53387314,78.92673455,-0.397493928,-0.337959928,-0.368452953
Virginia,U.S.A.,8614.990303,84.00098971,8.1,244,1.182484229,0.902779808,1.23638388,365,1.066745252,0.81441769,1.115369323,9.653608967,75.52028938,80.39204667,77.89675635,-1.464092144,-1.24226024,-1.355881459
Washington,U.S.A.,7627.572498,44.23181191,7.7,244,0.610514263,0.473372414,0.648297643,365,0.606877221,0.470552373,0.644435513,8.553831539,77.02216135,81.69010309,79.2992061,-0.906821303,-0.773124405,-0.841603304
West Virginia,U.S.A.,1828.890267,29.31656199,12.82,244,1.42810332,0.878859577,1.20362441,365,1.555041356,0.95697767,1.310609469,14.93894256,71.18014127,76.83149737,73.93690034,-1.320395802,-1.124137018,-1.22465981
Wisconsin,U.S.A.,5882.865792,41.8196163,9.09,244,0.818785172,0.555865941,0.76127499,365,1.243611576,0.844276793,1.156262256,10.81333862,75.64454001,80.42391095,77.97594047,-1.480692961,-1.258772845,-1.372439246
Wyoming,U.S.A.,584.6326195,2.324575586,8.23,244,1.074655549,0.795299354,1.089186191,365,1.397458802,1.034190056,1.416354135,10.09447212,74.99166906,79.77041831,77.32276626,-1.870313865,-1.647125905,-1.761441689
United States Virgin Islands,Cntry/Terr,104.423,298.351,8.469,244,0.458412921,0.312343229,0.427763371,365,0.373480938,0.254474158,0.348509952,9.689363205,77.71401385,82.79319444,80.19166292,-0.428259913,-0.416015849,-0.422287199
Uruguay,Cntry/Terr,3473.727,19.848,9.465,244,2.519633953,1.88106931,2.576180539,365,1.723796948,1.286925639,1.762483057,11.37874754,72.54146863,79.5242834,75.94771974,-1.766453677,-2.062954245,-1.911088101
Uzbekistan,Cntry/Terr,33469.199,78.677,5.772,244,0.020917201,0.047361901,0.064863536,365,0.022438541,0.050806605,0.069581161,5.904740612,69.55449571,73.90392179,71.67616697,-0.049976336,-0.039537766,-0.044884351
Venezuela (Bolivarian Republic of),Cntry/Terr,28435.943,32.238,6.953,244,0.156871136,0.233783907,0.320174035,365,0.126881672,0.189090828,0.258965531,7.421712342,68.26286383,75.93940668,72.00751888,-0.228909847,-0.225774128,-0.227380228
Yemen,Cntry/Terr,29825.968,56.492,6.006,244,0.043233038,0.16958385,0.232250141,365,0.030208575,0.118494714,0.162282046,6.010905815,64.44407018,67.8732333,66.11683268,-0.097842895,-0.07164355,-0.085062727
Zambia,Cntry/Terr,18383.956,24.73,6.576,244,0.26152303,1.324341652,1.813725402,365,0.180048299,0.911757032,1.248678456,6.509859344,60.35036588,66.43090601,63.31648301,-0.607617695,-0.531305958,-0.570392457
Zimbabwe,Cntry/Terr,14862.927,38.42,8.074,244,0.40822222,1.597724899,2.188131915,365,0.283456953,1.109411026,1.519371498,8.093808659,59.1055198,62.41314575,60.71899587,-0.662470614,-0.521894759,-0.593897026
