Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
Myanmar,Cntry/Terr,54409.794,83.286,8.19,244,0.349356627,0.700390663,0.959205908,365,0.282724834,0.56680715,0.776259301,8.705381108,63.71002403,69.90853527,66.73368805,-0.446967881,-0.365448909,-0.407202529
Nepal,Cntry/Terr,29136.808,203.256,6.39,244,0.456623429,0.996574335,1.364838283,365,0.360128673,0.785975861,1.07641739,6.733332593,68.69485699,71.90975038,70.26309767,-0.776007764,-0.555110582,-0.668253041
Netherlands,Cntry/Terr,17134.873,508.152,8.715,244,0.597404773,0.367805116,0.503720079,365,0.706162223,0.434763982,0.595422244,9.8723401,79.87269694,83.35836397,81.57302232,-0.888741902,-0.702198095,-0.797744923
New Zealand,Cntry/Terr,4822.233,18.314,6.984,244,0.000310209,0.000230644,0.000315874,365,0.000829491,0.000616736,0.000844638,7.256607903,80.73838456,84.0797441,82.36831604,-0.001374369,-0.00109728,-0.001239203
Nicaragua,Cntry/Terr,6624.554,55.049,5.061,244,0.007903409,0.015588525,0.02134895,365,0.00890626,0.017566529,0.024057885,5.200065895,71.14632287,78.12650379,74.55128917,-0.025123149,-0.023745125,-0.024450942
Niger,Cntry/Terr,24206.636,19.11,8.407,244,0.005870731,0.02729535,0.037381796,365,0.005370428,0.024969243,0.034196124,7.899494511,61.5222106,63.90776627,62.68589629,-0.018898303,-0.012365819,-0.015711726
Nigeria,Cntry/Terr,206139.587,226.336,11.965,244,0.008562955,0.036279276,0.049685551,365,0.006893387,0.029205701,0.039998079,11.47374828,54.02692538,55.8992639,54.94026124,-0.015244961,-0.009455279,-0.012420726
North Macedonia,Cntry/Terr,2083.38,82.608,10.017,244,2.466387376,2.309019822,3.162271532,365,2.559302672,2.396006668,3.281402613,12.90000979,71.29773946,75.99350105,73.58835487,-2.629688493,-1.991754355,-2.318501109
Northern Marianas,Cntry/Terr,57.557,125.124,NA,244,0,NA,1.719995543,365,0,1.151152054,1.576537081,NA,NA,NA,NA,NA,NA,NA
Norway,Cntry/Terr,5421.242,14.842,7.998,244,0.104302818,0.072012074,0.098622684,365,0.101452767,0.07004436,0.095927841,8.113505497,80.48628098,84.36404153,82.37787149,-0.146406535,-0.123705875,-0.135333043
Oman,Cntry/Terr,5106.622,16.5,2.44,244,0.751374922,2.3017285,3.152285849,365,0.657773377,2.014993695,2.759593979,3.160083527,73.41299773,77.80087202,75.55342421,-2.914650651,-2.687901681,-2.804041397
Pakistan,Cntry/Terr,220892.331,286.546,6.983,244,0.106409771,0.276541957,0.37873246,365,0.088522765,0.230056492,0.315069229,7.025593052,66.19896785,68.29956363,67.22364872,-0.237415763,-0.14523283,-0.192448478
Panama,Cntry/Terr,4314.768,58.041,5.06,244,1.053601279,1.359009326,1.861203816,365,1.162287289,1.499200217,2.053199423,6.481011693,72.7722615,79.29930164,75.95618352,-2.858416587,-2.565071915,-2.715321625
Paraguay,Cntry/Terr,7132.53,17.953,5.476,244,2.832396308,5.00426757,6.853493731,365,2.158280442,3.813242091,5.222348806,7.834854332,67.90602701,72.89371862,70.33904731,-4.421522444,-3.595611635,-4.018639122
Peru,Cntry/Terr,32971.846,25.759,5.452,244,7.285499664,9.847671829,13.48668036,365,5.131499158,6.936150166,9.499264581,11.06606916,66.6380991,72.97172742,69.72767389,-7.647066669,-6.685803011,-7.178157568
Amazonas,Peru,423.381312,10.78702412,NA,244,3.459027745,5.178931455,7.092701133,365,2.461138389,3.684869841,5.046539179,15.59235484,64.32128349,68.66308035,66.43923318,-2.816820608,-2.231940869,-2.531513418
Ancash,Peru,1216.094852,33.88403182,NA,244,6.23407746,7.297395616,9.994001002,365,4.451133059,5.210342521,7.135719524,19.75235895,64.71887812,69.7590013,67.17747479,-4.411073238,-3.74243695,-4.084909195
Apurimac,Peru,453.9513999,21.72455956,NA,244,4.34648789,5.354193432,7.332727639,365,3.112668009,3.834320267,5.251215997,19.27936106,63.90261843,68.29841658,66.04691021,-2.918229577,-2.403422519,-2.667104183
Arequipa,Peru,1556.126869,24.5657477,NA,244,7.631744784,9.696262517,13.27932079,365,5.396089591,6.855824287,9.389255894,17.81780449,65.16819474,70.03582319,67.54264765,-5.875566589,-5.088132561,-5.491452429
Ayacucho,Peru,688.1996898,15.70476332,NA,244,3.684327843,4.861836809,6.658430555,365,2.631503656,3.472530645,4.755734315,17.55402789,64.4449807,69.27415985,66.80067785,-2.681206393,-2.226583429,-2.459439094
Cajamarca,Peru,1500.006301,45.03939131,NA,244,3.443551109,4.480619155,6.136341605,365,2.449989709,3.187834439,4.365834369,16.59974239,66.1836823,70.68253859,68.37824635,-2.689120481,-2.280191929,-2.489643138
Callao,Peru,1119.096445,7669.772087,NA,244,10.58536566,14.16531902,19.399827,365,7.432782077,9.946536822,13.62207892,18.73725981,64.46513736,69.41202002,66.87825085,-7.853352821,-6.799451012,-7.339254378
Cusco,Peru,1350.177422,18.75598094,NA,244,4.594584383,6.719894723,9.2030963,365,3.221058157,4.711018432,6.451880288,16.52987792,63.12801644,67.94834666,65.47939704,-3.511934693,-2.892173913,-3.209612361
Huancavelica,Peru,387.3863235,17.5088281,NA,244,3.811324325,4.826766972,6.610401367,365,2.713053962,3.435886884,4.705549592,19.02864207,64.22650378,68.4618063,66.29250501,-2.53783407,-2.0343716,-2.292242621
Huanuco,Peru,804.8043386,21.59634266,NA,244,4.048280575,6.134287003,8.401089057,365,2.903811384,4.400093348,6.02605911,15.43868345,64.05457158,68.7433569,66.34178394,-3.540008866,-2.979954939,-3.266811828
Ica,Peru,954.3642539,44.74736783,NA,244,10.13972146,13.84918922,18.96687781,365,7.130401177,9.738953437,13.33778728,18.62608302,63.84959906,68.97259705,66.34862247,-7.675304889,-6.613030115,-7.157122072
Junin,Peru,1393.373182,31.43268443,NA,244,6.40177491,9.127818265,12.50081943,365,4.500588989,6.417057606,8.788351835,17.54138202,62.77347818,67.85117459,65.25040326,-4.806881022,-4.023373583,-4.424682271
La Libertad,Peru,1990.97033,78.07757404,NA,244,5.713963586,7.660459123,10.49122731,365,4.031200203,5.404452428,7.401558833,16.41244184,65.67045582,70.49127487,68.02207487,-4.811585506,-4.170098902,-4.498665211
Lambayeque,Peru,1340.72463,92.59454942,NA,244,7.37951196,9.411264395,12.88900736,365,5.186747408,6.614780418,9.059139124,17.63335645,65.05987688,69.92366865,67.43245823,-5.740764313,-4.978716957,-5.369033895
Lima,Peru,10693.43489,307.0345139,NA,244,9.947837943,12.65886254,17.3366899,365,7.012339884,8.923370803,12.22082253,19.10453837,64.65052171,69.60990521,67.06973317,-7.179329582,-6.216222028,-6.709521019
Loreto,Peru,981.1696183,2.660631859,NA,244,4.796425072,8.975067286,12.2916224,365,3.291989417,6.159968326,8.436260395,13.36718501,63.50710013,68.35765398,65.87322396,-4.460536833,-3.681092475,-4.080320073
Madre de Dios,Peru,158.084038,1.853259523,NA,244,5.734395481,14.55958321,19.93978357,365,3.997873586,10.15056833,13.90150615,10.50762047,61.29585661,66.44612996,63.80818507,-6.94864114,-5.758031629,-6.367856013
Moquegua,Peru,197.5214462,12.55382121,NA,244,8.944141862,10.89661737,14.92324257,365,6.384116884,7.777747714,10.65185753,19.41390229,64.35034806,69.45383277,66.8398528,-6.285933774,-5.45052396,-5.878416791
Pasco,Peru,284.5809415,11.37148409,NA,244,4.68880402,7.807889624,10.69313778,365,3.303102433,5.500391806,7.532950673,14.73024865,63.1169461,68.21390606,65.60326803,-4.217639321,-3.577709252,-3.905478312
Piura,Peru,2076.317853,58.22948477,NA,244,6.920007563,9.897031361,13.55427971,365,4.814773415,6.886114365,9.430739059,16.81366457,64.22086881,69.09466818,66.59833192,-5.285727189,-4.548035978,-4.925877818
Puno,Peru,1316.37493,18.28323907,NA,244,4.103466799,5.230229987,7.162956003,365,2.867724016,3.65516693,5.005860156,17.85324841,63.64312777,68.22581113,65.87858307,-2.919948515,-2.444971171,-2.688252249
San Martin,Peru,909.6110642,17.73533424,NA,244,3.560452568,6.209625143,8.504266888,365,2.526354494,4.406101216,6.034287064,13.22704935,64.09761628,69.02383703,66.50065079,-3.404937826,-2.847932553,-3.133227937
Tacna,Peru,371.146283,23.08713751,NA,244,6.722858476,10.36892384,14.20055054,365,4.822896206,7.438538776,10.18730077,15.28367703,63.82058519,68.85870333,66.27820379,-5.751439667,-4.925505891,-5.348545142
Tumbes,Peru,252.0305573,53.97724605,NA,244,7.11060668,11.35605918,15.55246183,365,5.023200416,8.022347987,10.9868449,15.2175239,63.48099607,68.76027372,66.05625346,-5.987832472,-5.075821882,-5.542949258
Ucayali,Peru,552.9170258,5.410185138,NA,244,7.250665482,14.98128717,20.51731973,365,5.017027638,10.36615632,14.19676034,14.02617154,60.35769455,65.77788359,63.0016892,-6.707139138,-5.551028188,-6.143182577
Philippines,Cntry/Terr,109581.085,367.512,5.831,244,0.330411068,0.718971012,0.984652251,365,0.271579717,0.590954611,0.809329969,6.322414522,66.8134823,74.97745953,70.79591022,-0.56447785,-0.636249463,-0.599488393
Poland,Cntry/Terr,37846.605,123.589,10.089,244,1.849432297,1.255666459,1.719672676,365,1.935523675,1.31411794,1.799723723,12.53321885,73.08588201,80.76808374,76.83329749,-1.898002798,-1.903004104,-1.900442459
Portugal,Cntry/Terr,10196.707,111.33,10.591,244,1.589835431,0.823343805,1.127593904,365,1.56069994,0.80825512,1.1069295,12.81962146,77.75821031,83.60921889,80.61236084,-1.471881051,-1.348758721,-1.411821378
Puerto Rico,Cntry/Terr,2860.84,322.53,9.346,244,0.717403647,0.415457714,0.568981734,365,0.848352232,0.491291731,0.672838682,11.20536546,75.79832677,82.71373353,79.17169592,-0.938395919,-0.900674453,-0.919995204
Qatar,Cntry/Terr,2881.06,248.153,1.191,244,0.185361251,0.59614327,0.816435994,365,0.139184883,0.44763472,0.613049103,1.510462831,78.41108267,81.35004671,79.84472367,-0.916536245,-0.788867315,-0.854258718
Republic of Korea,Cntry/Terr,51269.183,527.298,5.918,244,0.04011893,0.030629806,0.041948433,365,0.038249098,0.029202236,0.039993333,6.760683132,79.980238,85.99638701,82.91494484,-0.059053434,-0.057536386,-0.058313411
Republic of Moldova,Cntry/Terr,4033.963,122.799,11.621,244,1.26674439,1.349627596,1.848355257,365,1.329957662,1.416976918,1.940592163,13.28204225,66.62227276,75.03695913,70.72699782,-1.099444199,-1.191852275,-1.144521309
Reunion,Cntry/Terr,895.308,358.123,6.21,244,0.484538813,0.454248286,0.62210658,365,0.359652768,0.337169384,0.461763531,6.746911075,76.9340195,83.17170927,79.97679499,-0.696008999,-0.639228686,-0.668311285
Romania,Cntry/Terr,19237.682,83.58,13.026,244,1.462101231,0.989565805,1.355239892,365,1.601284396,1.083766465,1.484250507,14.847918,71.44615732,78.43761861,74.85662624,-1.295057528,-1.17407332,-1.236040841
Russian Federation,Cntry/Terr,145934.46,8.911,12.719,244,1.268376757,1.074951654,1.472178359,365,1.113719131,0.943879029,1.29267049,13.97715864,66.36171514,76.82355411,71.46505122,-0.849277729,-1.023537119,-0.93428231
Rwanda,Cntry/Terr,12952.209,525.019,5.317,244,0.115147457,0.416024427,0.569757864,365,0.082688598,0.298751507,0.409149102,5.328346552,66.72507081,71.11566535,68.86682424,-0.2804303,-0.214424135,-0.248232171
Saint Martin (French part),Cntry/Terr,38.659,729.415,NA,244,1.160843508,NA,1.719995543,365,0.931219121,1.151152054,1.576537081,NA,NA,NA,NA,NA,NA,NA
San Marino,Cntry/Terr,33.938,565.633,NA,244,1.366401992,NA,1.719995543,365,1.414343803,1.151152054,1.576537081,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,Cntry/Terr,219.161,228.293,4.869,244,0.136511664,0.489324624,0.67014467,365,0.100382824,0.359821175,0.492785834,4.781271745,67.76192516,72.70109394,70.17127578,-0.33826528,-0.272087793,-0.305983579
Saudi Arabia,Cntry/Terr,34813.867,16.195,3.47,244,0.098355028,0.241799773,0.331152003,365,0.130120564,0.319893386,0.438103536,3.819307698,73.68828205,76.64271823,75.12947043,-0.400036049,-0.290547689,-0.346627093
Senegal,Cntry/Terr,16743.93,86.968,5.806,244,0.121055614,0.469437278,0.642908357,365,0.088270794,0.342302188,0.468793058,5.636505439,65.68473832,69.93965115,67.76030555,-0.288629423,-0.208808078,-0.249692182
Serbia,Cntry/Terr,8737.37,99.901,13.172,244,0.899180807,0.65580355,0.898142526,365,0.983018918,0.716949573,0.981883829,14.21960481,72.68897849,78.03382118,75.29621882,-0.834845109,-0.687596656,-0.763016596
Sierra Leone,Cntry/Terr,7976.985,110.515,11.913,244,0.008438724,0.032851241,0.044990755,365,0.006268032,0.024400922,0.033417791,11.39355584,54.10252897,55.79388214,54.9275793,-0.012837927,-0.009195143,-0.011060959
Siint Maarten (Dutch part),Cntry/Terr,42.882,1261.235,NA,244,0.837219331,NA,1.719995543,365,0.746233851,1.151152054,1.576537081,NA,NA,NA,NA,NA,NA,NA
Singapore,Cntry/Terr,5850.343,8357.633,4.448,244,0.006648062,0.006163299,0.008440821,365,0.004786044,0.004437055,0.00607668,5.090528986,81.6379971,85.82440736,83.68014844,-0.010538772,-0.009317327,-0.009942946
Slovakia,Cntry/Terr,5459.643,113.534,9.869,244,2.852262697,2.279156007,3.121372147,365,2.291541773,1.831101043,2.507747506,12.5856817,71.9164351,78.97878653,75.36148458,-2.245219231,-2.07307176,-2.161244855
Slovenia,Cntry/Terr,2078.932,103.224,9.939,244,1.261376309,0.736597738,1.008792578,365,2.07606598,1.212346779,1.660345082,12.62772813,76.71449592,82.29311126,79.4357717,-2.02996547,-1.848996647,-1.941687995
Somalia,Cntry/Terr,15893.219,25.334,10.935,244,0.079721338,0.329369023,0.451080703,365,0.055306606,0.22849946,0.312936827,10.60685291,55.79337534,59.27072109,57.48964156,-0.155936639,-0.109122601,-0.133100523
South Africa,Cntry/Terr,59308.69,48.891,9.52,244,1.356758023,3.075565127,4.212078197,365,1.141451615,2.587498083,3.543655818,10.65970555,59.35639225,66.3349468,62.7605652,-1.488623165,-1.437392231,-1.463632466
South Sudan,Cntry/Terr,11193.729,18.322,10.561,244,0.007617336,0.026465185,0.03624486,365,0.006521509,0.022657913,0.031030687,10.24332919,56.55547062,59.60723307,58.04413523,-0.015797008,-0.01099253,-0.013453361
Spain,Cntry/Terr,46754.783,93.735,9.017,244,1.071915843,0.576883172,0.790058715,365,1.178617383,0.634307758,0.868703398,10.89126422,79.59969719,85.1335542,82.29913963,-1.330080001,-1.227246993,-1.279917558
Andalucia,Spain,8349.379562,95.31364013,8.33,244,1.016392887,0.636087319,0.871140561,365,1.112298217,0.696107578,0.953340096,10.45218469,78.30063723,83.76803094,80.96765855,-1.291372676,-1.140867244,-1.217955392
Aragon,Spain,1315.01689,27.556934,10.26,244,1.239932961,0.564254699,0.772763644,365,1.998453419,0.909433629,1.245496487,13.56971418,79.26119391,84.95000001,82.03622128,-1.871101473,-1.762233201,-1.817994999
Asturias (Principado de),Spain,1024.060356,96.57302491,12.64,244,1.03567554,0.417326859,0.571541584,365,1.676658988,0.675612006,0.925270798,15.53280851,78.76606815,84.75982302,81.68985102,-1.325331736,-1.2643064,-1.295563279
Balears (Illes),Spain,1137.723314,227.9093177,6.7,244,0.591669107,0.403612073,0.552758775,365,0.595048015,0.405917024,0.555915474,8.084164596,80.36400765,85.38052358,82.81108859,-0.871435901,-0.778232672,-0.825970912
Canarias,Spain,2136.112961,286.8420788,7.05,244,0.369053593,0.252350571,0.345601635,365,0.357658988,0.244559195,0.334931114,8.323554546,79.5900395,84.74262316,82.10349494,-0.509240598,-0.450333903,-0.480505625
Cantabria,Spain,579.7329059,108.9518711,10.33,244,0.528967449,0.249125759,0.341185159,365,0.645124671,0.303831878,0.416106821,11.84769278,80.1583753,86.15304567,83.08260475,-0.631140559,-0.640578792,-0.635744575
Castilla y Leon,Spain,2401.521003,25.48735994,11.91,244,1.318674193,0.50229561,0.687908823,365,1.812184859,0.690278542,0.945357056,15.10161803,80.24954452,85.59528972,82.85722511,-1.536282236,-1.436342185,-1.487530991
Castilla-La Mancha,Spain,2021.012251,25.43401481,9.54,244,1.584713506,0.800230502,1.095939546,365,1.572974136,0.79430249,1.087820956,12.07634845,79.75237666,84.93852266,82.28220398,-1.682695704,-1.473966846,-1.580876749
Catalunia,Spain,7623.413639,237.3933808,8.41,244,1.278011117,0.705332651,0.965974109,365,1.243275054,0.686161864,0.939719143,10.63402852,79.61410084,85.26819998,82.37219799,-1.433202081,-1.336636802,-1.386097067
Ceuta,Spain,83.67289829,4183.644915,6.29,244,1.179946078,1.052228706,1.441058605,365,1.43415613,1.27892306,1.751523286,8.348880686,76.92741683,81.11691118,78.97107261,-2.260511063,-1.791992096,-2.031965226
Comunitat Valenciana,Spain,4976.319402,213.9892239,8.81,244,1.409231667,0.792064709,1.08475625,365,1.236656955,0.695068352,0.951916844,10.94606426,79.04881432,84.42274233,81.67024262,-1.390027654,-1.22322977,-1.308662833
Extremadura,Spain,1063.075772,25.53383704,10.56,244,1.15385881,0.555839071,0.76123819,365,1.277425407,0.615363808,0.842759093,12.91783601,78.97521641,84.78439687,81.80896297,-1.218218058,-1.113204553,-1.166991958
Galicia,Spain,2697.559136,91.21079075,11.57,244,0.656574129,0.268135125,0.367219053,365,0.709530321,0.289761648,0.396837221,13.72899048,79.96890404,85.89260011,82.85851188,-0.623390081,-0.591044404,-0.607611702
Madrid (Comunidad de),Spain,6611.809049,823.5935536,7.06,244,0.907702768,0.532222841,0.728895058,365,1.081095952,0.633890276,0.868131645,8.954750953,81.03319633,86.25642289,83.58111172,-1.479419861,-1.379968314,-1.430906911
Melilla,Spain,85.18719925,7098.933271,5.78,244,1.036049988,1.027238063,1.406833174,365,1.173885289,1.163901033,1.593997188,7.625015183,76.76959278,81.14466601,78.90377485,-1.958286212,-1.591010386,-1.779127272
Murcia (Region de),Spain,1479.460206,130.7636738,7.65,244,0.958535247,0.637909993,0.873636767,365,1.03754058,0.690488437,0.945644514,9.291834886,79.191283,84.44815925,81.75561288,-1.360854826,-1.196634498,-1.280747349
Navarra (C. Foral de),Spain,651.0194661,62.65224387,8.51,244,0.611210351,0.316914593,0.43402399,365,1.059876142,0.549549293,0.752624152,10.65275301,80.68032475,86.15111806,83.34900441,-1.194388951,-1.145465928,-1.170524062
Pais Vasco,Spain,2202.965935,304.5294354,9.89,244,1.224308834,0.574724623,0.787102517,365,1.446232077,0.678901567,0.929775949,12.30180084,79.84682012,85.44066206,82.5755235,-1.421291137,-1.380340981,-1.401315451
"Rioja, La",Spain,315.7410548,62.58494644,10,244,1.099157601,0.520415457,0.712724495,365,1.409382762,0.667297005,0.913883156,12.36514018,79.92636698,85.53723694,82.66337672,-1.38529099,-1.353837448,-1.369947799
Sri Lanka,Cntry/Terr,21413.25,341.465,6.616,244,0.627400914,0.750496569,1.027827441,365,0.428379625,0.512427431,0.701784654,7.429707256,73.0793329,79.79542493,76.35547535,-0.698683763,-0.599971154,-0.650531271
State of Palestine,Cntry/Terr,5101.416,847.411,3.464,244,0.6685704,2.30978413,3.163318275,365,0.688632333,2.379094307,3.25824063,4.186997993,70.05449371,74.00109441,71.97966479,-2.505179548,-1.934100666,-2.226604484
Sudan,Cntry/Terr,43849.269,24.843,7.243,244,0.046498242,0.148083607,0.202804917,365,0.045793238,0.145838369,0.199729997,7.162226158,63.5180806,67.31643155,65.37093472,-0.138188988,-0.097004149,-0.118098822
Suriname,Cntry/Terr,586.634,3.76,7.321,244,1.527434622,2.468513095,3.380702327,365,1.104606961,1.785174114,2.444849207,8.64207888,66.87729831,73.60157066,70.15743116,-1.706930069,-1.596557382,-1.653089734
Sweden,Cntry/Terr,10099.27,24.612,9.185,244,0.883534481,0.523436554,0.716861977,365,0.877291131,0.519737777,0.711796391,10.08456093,80.13730801,83.79031345,81.91926188,-1.076325373,-0.882785188,-0.981915527
Switzerland,Cntry/Terr,8654.618,219.016,8.011,244,0.577818591,0.346553988,0.474616026,365,1.037018618,0.621964997,0.851799618,9.370612801,80.63717745,84.57676164,82.55892583,-1.370475393,-1.140079308,-1.258087059
Syrian Arab Republic,Cntry/Terr,17500.657,95.304,5.522,244,0.111290904,0.259310931,0.355134056,365,0.107938805,0.251500446,0.344437364,5.136201843,69.06464736,78.12031848,73.4820479,-0.278117641,-0.25794691,-0.26827826
Tajikistan,Cntry/Terr,9537.642,68.145,4.897,244,0.005332624,0.01714288,0.023477685,365,0.005766624,0.01853807,0.02538844,4.735808507,69.04904285,73.56040788,71.24970872,-0.017354561,-0.013193901,-0.015324971
Thailand,Cntry/Terr,69799.978,136.624,7.608,244,0.24701673,0.228541691,0.312994664,365,0.165200625,0.152844831,0.209325556,8.335661562,73.38175381,80.7382803,76.97030332,-0.251507515,-0.240134421,-0.245959664
Togo,Cntry/Terr,8278.737,152.211,8.559,244,0.021140965,0.083944242,0.114964144,365,0.018601871,0.073862284,0.101156602,8.281153192,60.35500469,62.18063602,61.24555656,-0.050331536,-0.031871031,-0.041326412
Trinidad and Tobago,Cntry/Terr,1399.491,272.805,8.316,244,1.244187714,1.380109866,1.890101635,365,0.901756424,1.000269432,1.369898828,9.697793895,69.71825259,75.31277415,72.4472875,-1.245968066,-1.022805093,-1.137108079
Tunisia,Cntry/Terr,11818.618,76.072,6.258,244,2.376382186,3.203450999,4.387221713,365,1.977134721,2.665250663,3.650140296,8.361938867,71.70273203,76.32281355,73.95643033,-3.167632389,-2.570736896,-2.876463856
Turkey,Cntry/Terr,84339.067,109.584,5.398,244,0.63549031,0.86322677,1.182214815,365,0.595204592,0.808504126,1.107270521,6.252683662,73.77770753,79.66614498,76.65011604,-1.145843523,-1.048171696,-1.098198729
Turks and Caicos Islands,Cntry/Terr,38.718,40.756,NA,244,0.540901466,NA,1.719995543,365,0.387416705,1.151152054,1.576537081,NA,NA,NA,NA,NA,NA,NA
Ukraine,Cntry/Terr,43733.759,75.492,15.191,244,1.29030522,1.025563446,1.404539735,365,1.240346159,0.985854867,1.350157652,16.2057445,66.38517725,76.04542503,71.09749324,-0.807899646,-0.902197163,-0.853898435
United Arab Emirates,Cntry/Terr,9890.4,118.306,1.453,244,0.207512037,0.715745681,0.980235064,365,0.167232872,0.576815726,0.789966345,1.867644251,76.49676676,78.79432399,77.61752639,-0.925032296,-0.64687921,-0.789347864
United Kingdom,Cntry/Terr,67886.004,280.602,9.382,244,1.305316563,0.819429623,1.122233315,365,1.344062025,0.843752596,1.155544352,10.87612057,78.17044579,81.80090626,79.94140212,-1.619334397,-1.286811349,-1.457128032
United Republic of Tanzania,Cntry/Terr,59734.213,67.435,6.503,244,0.000726236,0.003137366,0.004296717,365,0.000485484,0.002097308,0.002872326,6.257660236,63.77029874,67.41929681,65.5502978,-0.001690023,-0.001203093,-0.001452496
United States of America,Cntry/Terr,331002.647,36.185,8.685,244,1.330352085,0.971393286,1.330352085,365,1.369529833,1,1.369529833,10.44950019,74.70587675,79.98182239,77.27950877,-1.750156724,-1.516786951,-1.63631781
Alabama,U.S.A.,4944.685616,37.61844948,10.92,244,2.255642419,1.638239113,2.24361734,365,2.032485132,1.476163337,2.02164973,13.41583223,70.95387213,76.79106186,73.80128176,-1.973638361,-1.747997329,-1.863569565
Alaska,U.S.A.,745.4689664,0.504626932,5.96,244,0.477584723,0.484021358,0.662881689,365,0.541940736,0.549244726,0.752207038,7.281422443,75.25124144,80.31594172,77.72182695,-1.00913677,-0.965487093,-0.987844244
Arizona,U.S.A.,7262.285795,24.67367208,8.23,244,2.043755435,1.42266428,1.948381174,365,1.880399696,1.30895186,1.792648623,10.5204932,74.60612171,80.31916632,77.39297274,-2.499566285,-2.193031251,-2.350037
Arkansas,U.S.A.,3049.575428,22.61036639,10.85,244,1.598139694,1.145331325,1.568565419,365,1.991424755,1.427185097,1.954572568,13.17772298,71.54451864,77.04142265,74.22593523,-2.003868889,-1.728588896,-1.869585965
California,U.S.A.,40011.01516,99.0443494,6.78,244,1.494592519,1.179133769,1.614858874,365,1.30913949,1.032823704,1.414482875,8.561214243,76.5697175,81.72190502,79.08297971,-2.111219913,-1.838706353,-1.978286469
Colorado,U.S.A.,5762.204408,21.44812677,6.79,244,0.604362284,0.507075408,0.694454899,365,0.900176327,0.755270953,1.034366103,8.163302028,76.406646,81.3701693,78.82787687,-1.454535956,-1.224000789,-1.342079777
Connecticut,U.S.A.,3613.793665,287.9608645,8.73,244,0.978145379,0.634083506,0.868396278,365,1.07643113,0.697797321,0.955654249,10.37826648,76.43078673,81.79035574,79.04521064,-1.330667428,-1.168149231,-1.251390258
Delaware,U.S.A.,979.2538599,193.4328612,9.54,244,1.457324012,0.966799494,1.32406075,365,1.300990532,0.863086711,1.182022999,11.34043677,74.40982526,80.07988169,77.17570645,-1.483265648,-1.306200001,-1.396892162
District of Columbia,U.S.A.,712.3303507,4477.249219,7.15,244,0.785404149,0.729568496,0.99916582,365,0.773517511,0.718526898,0.984044023,8.489580423,73.63657196,79.90721876,76.69542406,-1.263058068,-1.259478088,-1.261311736
Florida,U.S.A.,21586.29515,154.3498899,9.7,244,1.545776232,0.885526385,1.212754803,365,1.497663206,0.857963953,1.175007229,11.65611513,75.3831157,81.1124894,78.17793214,-1.765621919,-1.585632416,-1.677822161
Georgia (USA),U.S.A.,10628.51002,70.85224615,7.97,244,1.66162658,1.456420002,1.994610643,365,1.587428527,1.391385216,1.905543563,10.04341447,73.09219488,78.4709115,75.71595909,-2.164104209,-1.839129639,-2.005580029
Hawaii,U.S.A.,1439.609391,86.53318852,7.98,244,0.312769836,0.191356326,0.262068198,365,0.354262763,0.216742195,0.296834902,8.775818119,78.48881718,84.78688865,81.56104716,-0.526683652,-0.538040179,-0.532223421
Idaho,U.S.A.,1774.65463,8.280203569,8.16,244,0.781391938,0.594515917,0.814207285,365,1.121908436,0.85359522,1.169024119,9.681519946,75.88442612,80.15667135,77.96844819,-1.535950152,-1.220946377,-1.382289774
Illinois,U.S.A.,12887.40289,89.50418228,8.57,244,0.975956218,0.711834816,0.974879017,365,1.401523655,1.022231648,1.399976738,10.48815109,74.88439384,80.13994108,77.44807542,-1.780467064,-1.536662744,-1.661538127
Indiana,U.S.A.,6767.587151,72.84526274,9.84,244,1.37663176,1.023085643,1.40114631,365,1.648888999,1.225421866,1.678251805,11.82985599,72.80691907,78.34053939,75.50624605,-1.802345509,-1.59652389,-1.701944719
Iowa,U.S.A.,3194.037144,22.07107123,9.71,244,1.113248856,0.736650789,1.008865233,365,1.606743994,1.063202738,1.456087869,11.56189112,75.07113588,80.14659193,77.5469681,-1.820311549,-1.57027887,-1.698344388
Kansas,U.S.A.,2945.539241,13.8991931,9.29,244,1.434177542,1.019811492,1.396662263,365,1.727697234,1.228526763,1.682504053,11.41255642,74.27469677,79.26617939,76.70956634,-2.032969234,-1.72928724,-1.884831676
Kentucky,U.S.A.,4519.892634,43.92223863,10.82,244,1.701463055,1.254969073,1.718717585,365,1.501805585,1.107705252,1.51703539,12.99110255,71.44424683,76.71444547,74.01507543,-1.498563607,-1.284742566,-1.39426066
Louisiana,U.S.A.,4713.233904,41.77058341,9.78,244,1.545973961,1.220794767,1.671914854,365,1.556892815,1.229416956,1.683723199,11.56892743,71.90072731,77.6957247,74.72755531,-1.797674744,-1.576625866,-1.689846023
Maine,U.S.A.,1355.887065,16.96150026,10.99,244,0.645409549,0.371713376,0.509072559,365,0.589282117,0.339387674,0.464801544,12.36819284,75.46837083,80.64052634,77.99137351,-0.591204355,-0.494954218,-0.544253069
